id,supplier,parentSupplier,zone,country,category,kpiApplicability,poValue,invoiceValue,divergencePct,year,month
pd-0,Riedel,,EUR,The Netherlands,FINISHED PRODUCTS,Applicable,765.83,765.96,0.000170,2020,5
pd-1,ARVAL BELGIUM,BNP PARIBAS,EUR,Belgium,LOGISTICS,Applicable,2500.00,2500.00,0.000000,2022,1
pd-2,REYNDERS ETIKETTEN,,EUR,France,PACKAGING,Applicable,402.24,402.24,0.000000,2022,12
pd-3,BREUER-ANTOINE,Antoine Invest,EUR,Belgium,LOGISTICS,Applicable,1554.23,1554.23,0.000000,2022,7
pd-4,BREUER-ANTOINE,Antoine Invest,EUR,Belgium,LOGISTICS,Applicable,507.44,507.44,0.000000,2022,9
pd-5,Stow (UK) ltd.,Stow International,EUR,United Kingdom,LOGISTICS,Applicable,979.00,979.00,0.000000,2022,9
pd-6,BULLMAN,Goeyens Finances,EUR,Belgium,LOGISTICS,Applicable,847.06,847.06,0.000000,2023,11
pd-7,Sirl Interaktive Logistik GmbH,VENKO Vermögensverwaltung GmbH,EUR,Germany,LOGISTICS,Applicable,624.34,624.34,0.000000,2023,11
pd-8,Garage Marcel Verhelst en zoon bv,,EUR,Belgium,LOGISTICS,Applicable,402.20,405.20,0.007459,2023,12
pd-9,BREUER-ANTOINE,Antoine Invest,EUR,Belgium,LOGISTICS,Applicable,588.57,588.57,0.000000,2023,6
pd-10,O-I Netherlands B.V.,OI GLOBAL,EUR,Belgium,FOLDING CARTONS,Applicable,840.00,840.00,0.000000,2023,7
pd-11,AJINOMOTO OMNICHEM,"AJINOMOTO CO., INC.",EUR,Belgium,OTHER AUXILIARIES,Applicable,2615.00,2615.00,0.000000,2023,9
pd-12,DLL,SUPERLIFT HOLDING,EUR,Belgium,LOGISTICS,Applicable,14755.65,14755.65,0.000000,2023,9
pd-13,BULLMAN,Goeyens Finances,EUR,Belgium,LOGISTICS,Applicable,146.70,146.70,0.000000,2024,10
pd-14,Duvenbeck Transport,Logistics Holding B.V.,EUR,Germany,LOGISTICS,Applicable,1220.00,1220.00,0.000000,2024,10
pd-15,HAFFMANS BV,PENTAIR PUBLIC LIMITED COMPANY,EUR,Germany,LOGISTICS,Applicable,746.00,746.00,0.000000,2024,10
pd-16,HAFFMANS BV,PENTAIR PUBLIC LIMITED COMPANY,EUR,Germany,MAINTENANCE,Applicable,1639.00,1639.00,0.000000,2024,10
pd-17,RLBS Ltd,SAMUEL HODGE HOLDINGS LIMITED,EUR,United Kingdom,BEER DISPENSE MATERIALS,Applicable,100.00,100.00,0.000000,2024,10
pd-18,Topcold NV,Tefcold Holding ApS,EUR,Belgium,LOGISTICS,Applicable,220.00,220.00,0.000000,2024,10
pd-19,BLS labeling&logistic service Gmbh,BLS Labeling and Logistic Service GmbH,EUR,Germany,LOGISTICS,Applicable,2326.44,2326.44,0.000000,2024,11
pd-20,Doktor Cargo GmbH,Doktor Cargo GmbH,EUR,Germany,LOGISTICS,Applicable,3422.78,3422.78,0.000000,2024,11
pd-21,Duvenbeck Transport,Logistics Holding B.V.,EUR,Germany,LOGISTICS,Applicable,18613.43,18613.43,0.000000,2024,11
pd-22,GEODIS BM NETHERLANDS BV,AGENCE DES PARTICIPATIONS DE L'ETAT,EUR,Belgium,LOGISTICS,Applicable,750.00,750.00,0.000000,2024,11
pd-23,Weser-Trans Bremen GmbH,L.I.T. AG,EUR,Germany,LOGISTICS,Applicable,1100.00,1100.00,0.000000,2024,11
pd-24,BLS labeling&logistic service Gmbh,BLS Labeling and Logistic Service GmbH,EUR,Germany,LOGISTICS,Applicable,200.00,200.00,0.000000,2024,12
pd-25,Doktor Cargo GmbH,Doktor Cargo GmbH,EUR,Germany,LOGISTICS,Applicable,7673.01,7673.01,0.000000,2024,12
pd-26,Duvenbeck Transport,Logistics Holding B.V.,EUR,Germany,LOGISTICS,Applicable,7801.00,7801.00,0.000000,2024,12
pd-27,Weser-Trans Bremen GmbH,L.I.T. AG,EUR,Germany,LOGISTICS,Applicable,1050.00,1050.00,0.000000,2024,12
pd-28,B & G NEDERLAND BV,,EUR,The Netherlands,LOGISTICS,Applicable,335.53,1006.59,2.000000,2024,3
pd-29,REYNDERS ETIKETTEN,,EUR,The Netherlands,LABELS,Applicable,6629.50,13259.00,1.000000,2024,4
pd-30,Duvenbeck Transport,Logistics Holding B.V.,EUR,Germany,LOGISTICS,Applicable,715.00,715.00,0.000000,2024,5
pd-31,GKS Gerloff Speditionsgesellschaft,,EUR,Germany,LOGISTICS,Applicable,908.81,908.81,0.000000,2024,5
pd-32,LInde MH UK Limited,KION GROUP,EUR,United Kingdom,LOGISTICS,Applicable,582.66,582.66,0.000000,2024,5
pd-33,Trailercare,,EUR,United Kingdom,LOGISTICS,Applicable,203.50,203.50,0.000000,2024,5
pd-34,Aeropur,,EUR,Germany,LOGISTICS,Applicable,6770.50,6770.50,0.000000,2024,6
pd-35,Duvenbeck Transport,Logistics Holding B.V.,EUR,Germany,LOGISTICS,Applicable,3931.00,3931.00,0.000000,2024,6
pd-36,Nickel & Goeldner Spedition Gm,Nickel & Goeldner Spedition GmbH,EUR,Germany,LOGISTICS,Applicable,7150.00,7150.00,0.000000,2024,6
pd-37,Weser-Trans Bremen GmbH,L.I.T. AG,EUR,Germany,LOGISTICS,Applicable,3500.00,3500.00,0.000000,2024,6
pd-38,Duvenbeck Transport,Logistics Holding B.V.,EUR,Germany,LOGISTICS,Applicable,1080.00,1080.00,0.000000,2024,7
pd-39,GKS Gerloff Speditionsgesellschaft,,EUR,Germany,LOGISTICS,Applicable,2768.64,2768.64,0.000000,2024,7
pd-40,Sirl Interaktive Logistik GmbH,VENKO Vermögensverwaltung GmbH,EUR,Germany,LOGISTICS,Applicable,1200.00,1200.00,0.000000,2024,7
pd-41,Weser-Trans Bremen GmbH,L.I.T. AG,EUR,Germany,LOGISTICS,Applicable,2800.00,2800.00,0.000000,2024,7
pd-42,DRANKENPALLET BEHEER NED BV,,EUR,The Netherlands,LOGISTICS,Applicable,14950.79,14950.79,0.000000,2024,8
pd-43,Duvenbeck Transport,Logistics Holding B.V.,EUR,Germany,LOGISTICS,Applicable,1575.00,1575.00,0.000000,2024,8
pd-44,Tosca Netherlands BV,Redux Porus Holdings 1 B.V.,EUR,Belgium,PALLETS,Applicable,29089.50,29089.50,0.000000,2024,8
pd-45,BLS labeling&logistic service Gmbh,BLS Labeling and Logistic Service GmbH,EUR,Germany,LOGISTICS,Applicable,100.00,100.00,0.000000,2024,9
pd-46,CITROEN BELUX NV,PEUGEOT,EUR,Belgium,LOGISTICS,Applicable,1567.58,1567.58,0.000000,2024,9
pd-47,Duvenbeck Transport,Logistics Holding B.V.,EUR,Germany,LOGISTICS,Applicable,1300.00,1300.00,0.000000,2024,9
pd-48,Nickel & Goeldner Spedition Gm,Nickel & Goeldner Spedition GmbH,EUR,Germany,LOGISTICS,Applicable,1775.00,1775.00,0.000000,2024,9
pd-49,Sirl Interaktive Logistik GmbH,VENKO Vermögensverwaltung GmbH,EUR,Germany,LOGISTICS,Applicable,2103.12,2103.12,0.000000,2024,9
pd-50,Topcold NV,Tefcold Holding ApS,EUR,Belgium,LOGISTICS,Applicable,110.00,110.00,0.000000,2024,9
pd-51,ABBAYE DE VAL DIEU,Brasserie de l'Abbaye du Val-Dieu,EUR,Belgium,FINISHED PRODUCTS,Applicable,6041.47,6041.47,0.000000,2025,1
pd-52,ABBAYE DE VAL DIEU,Brasserie de l'Abbaye du Val-Dieu,EUR,Belgium,KEGS,Applicable,5580.00,5580.00,0.000000,2025,1
pd-53,ARDAGH GLASS LTD,ARDAGH GROUP,EUR,United Kingdom,BOTTLES,Applicable,104335.89,104335.99,0.000001,2025,1
pd-54,BESTFOODS BELGIUM,,EUR,Belgium,CORRUGATED BOARD,Applicable,1934.00,1934.00,0.000000,2025,1
pd-55,BESTFOODS BELGIUM,,EUR,Belgium,FINISHED PRODUCTS,Applicable,4990.10,5020.68,0.006128,2025,1
pd-56,BLITS,,EUR,Belgium,PEOPLE,Applicable,930.00,930.00,0.000000,2025,1
pd-57,BLS labeling&logistic service Gmbh,BLS Labeling and Logistic Service GmbH,EUR,Germany,LOGISTICS,Applicable,2300.00,2300.00,0.000000,2025,1
pd-58,BOC Limited,LINDE PUBLIC LIMITED COMPANY,EUR,United Kingdom,ENERGY & FLUIDS,Applicable,8699.46,8707.46,0.000920,2025,1
pd-59,BROUWERIJ OMER VANDER GHINSTE,Panta,EUR,Belgium,CORRUGATED BOARD,Applicable,945.00,945.00,0.000000,2025,1
pd-60,BROUWERIJ OMER VANDER GHINSTE,Panta,EUR,Belgium,FINISHED PRODUCTS,Applicable,7420.05,7448.70,0.003861,2025,1
pd-61,BROUWERIJ OMER VANDER GHINSTE,Panta,EUR,Belgium,KEGS,Applicable,120.00,120.00,0.000000,2025,1
pd-62,BarthHaas GmbH,BarthHaas GmbH & Co. KG,EUR,United Kingdom,HOPS,Applicable,59058.42,43859.14,0.257360,2025,1
pd-63,Beer&Selected Beverages eesv,,EUR,The Netherlands,CORRUGATED BOARD,Applicable,2427.80,2427.80,0.000000,2025,1
pd-64,Beer&Selected Beverages eesv,,EUR,The Netherlands,KEGS,Applicable,900.00,900.00,0.000000,2025,1
pd-65,Beer&Selected Beverages eesv,,EUR,The Netherlands,PALLETS,Applicable,330.00,330.00,0.000000,2025,1
pd-66,Biffa Waste Services,"ECP Bears Holdings, LP",EUR,United Kingdom,LOGISTICS,Applicable,15019.12,15019.12,0.000000,2025,1
pd-67,COMMERCIAL RADIO SYSTEMS,,EUR,United Kingdom,LOGISTICS,Applicable,150.00,150.00,0.000000,2025,1
pd-68,Caldic BENELUX NV,Caldic Holdings B.V.,EUR,Belgium,AUXILIARY MATERIALS,Applicable,2116.80,2024.19,0.043750,2025,1
pd-69,Chemical Corporation UK Ltd,CC HOLDINGS LIMITED,EUR,United Kingdom,LOGISTICS,Applicable,1301.30,1301.30,0.000000,2025,1
pd-70,Coca-Cola Europacific Partners Nede,,EUR,The Netherlands,CORRUGATED BOARD,Applicable,20750.00,20750.00,0.000000,2025,1
pd-71,Coca-Cola Europacific Partners Nede,,EUR,The Netherlands,PALLETS,Applicable,1845.00,1845.00,0.000000,2025,1
pd-72,DIAGEO NEDERLAND BV,,EUR,The Netherlands,FINISHED PRODUCTS,Applicable,1026.11,1026.11,0.000000,2025,1
pd-73,Doktor Cargo GmbH,Doktor Cargo GmbH,EUR,Germany,LOGISTICS,Applicable,695.88,695.88,0.000000,2025,1
pd-74,GARAGE VANHOECKE,Imacar,EUR,Belgium,LOGISTICS,Applicable,102.37,102.37,0.000000,2025,1
pd-75,GRUMA GMBH,,EUR,Germany,LOGISTICS,Applicable,1290.00,1290.00,0.000000,2025,1
pd-76,HighCo DATA Benelux,,EUR,Belgium,CUSTOMERS,Applicable,3280.00,3280.00,0.000000,2025,1
pd-77,John Martin SA,Holmar,EUR,Belgium,FINISHED PRODUCTS,Applicable,5117.18,15351.54,2.000000,2025,1
pd-78,John Martin SA,Holmar,EUR,Belgium,KEGS,Applicable,1440.00,4320.00,2.000000,2025,1
pd-79,MURPHY & SON LTD,MURPHY & SON INTERNATIONAL LIMITED,EUR,Belgium,AUXILIARY MATERIALS,Applicable,5985.00,5985.00,0.000000,2025,1
pd-80,NABUURS R.D.C. BV,,EUR,The Netherlands,LOGISTICS,Applicable,3661045.96,1125442.79,0.692590,2025,1
pd-81,NEDERLANDSE KOOLZUUR CENTRALE,,EUR,The Netherlands,OTHER PACKAGING,Applicable,10800.00,10800.00,0.000000,2025,1
pd-82,NEDERLANDSE KOOLZUUR CENTRALE,,EUR,The Netherlands,PALLETS,Applicable,1320.00,1320.00,0.000000,2025,1
pd-83,Nickel & Goeldner Spedition Gm,Nickel & Goeldner Spedition GmbH,EUR,Germany,LOGISTICS,Applicable,500.00,500.00,0.000000,2025,1
pd-84,Rubix U.K. Limited,"Advent International, L.P.",EUR,United Kingdom,LOGISTICS,Applicable,229.16,229.16,0.000000,2025,1
pd-85,STILL,KION GROUP AG,EUR,Belgium,LOGISTICS,Applicable,1183.22,1183.22,0.000000,2025,1
pd-86,Spadel Nederland B.V.,,EUR,The Netherlands,CORRUGATED BOARD,Applicable,680.00,680.00,0.000000,2025,1
pd-87,VRUMONA BV,,EUR,The Netherlands,CORRUGATED BOARD,Applicable,5300.00,5300.00,0.000000,2025,1
pd-88,VRUMONA BV,,EUR,The Netherlands,PALLETS,Applicable,967.50,967.50,0.000000,2025,1
pd-89,21 AGENCY,,EUR,Belgium,CUSTOMERS,Applicable,6290.84,6290.84,0.000000,2025,10
pd-90,21 AGENCY,,EUR,Belgium,MARKETING,Applicable,9416.24,9416.24,0.000000,2025,10
pd-91,2D SOLUTIONS SARLS,,EUR,Belgium,MAINTENANCE,Applicable,65182.96,65182.96,0.000000,2025,10
pd-92,4Side Solutions Limited,,EUR,Belgium,PALLETS,Applicable,7702.83,7702.83,0.000000,2025,10
pd-93,5Dsolutions GmbH,,EUR,Germany,CUSTOMERS,Applicable,13250.00,13250.00,0.000000,2025,10
pd-94,A & C Plastic Kunstoff,Alimex GmbH,EUR,Belgium,OTHER PACKAGING,Applicable,6878.22,7461.68,0.084827,2025,10
pd-95,A & C Plastic Kunstoff,Alimex GmbH,EUR,Germany,FILMS,Applicable,63275.55,63275.55,0.000000,2025,10
pd-96,A+B Pertler GmbH,,EUR,Germany,MAINTENANCE,Applicable,21889.61,21889.61,0.000000,2025,10
pd-97,A.Bauer Inh. L. Gruczek,,EUR,Germany,MAINTENANCE,Applicable,20217.22,20217.22,0.000000,2025,10
pd-98,A.C. Nielsen of Ireland Limited,NielsenIQ Sub Holdings I B.V.,EUR,Ireland,CUSTOMERS,Applicable,794.00,794.00,0.000000,2025,10
pd-99,A.C.E.M. de Backer,,EUR,The Netherlands,MAINTENANCE,Applicable,922.50,922.50,0.000000,2025,10
pd-100,A1 streamline Road Markings Ltd,,EUR,United Kingdom,MAINTENANCE,Applicable,1387.50,1387.50,0.000000,2025,10
pd-101,AANNEMERSBEDRIJF BREEBERG,,EUR,The Netherlands,MAINTENANCE,Applicable,2090.35,2529.32,0.209998,2025,10
pd-102,AANNEMERSBEDRIJF VAN RIJSWIJCK B.V.,,EUR,The Netherlands,MAINTENANCE,Applicable,2676.67,2676.67,0.000000,2025,10
pd-103,AB Blåkläder Belgium,,EUR,The Netherlands,TRAVEL,Applicable,189.76,189.76,0.000000,2025,10
pd-104,AB Blåkläder Belgium,,EUR,The Netherlands,WORKING AND SAFETY MATERIALS,Applicable,1906.80,1906.80,0.000000,2025,10
pd-105,AB Blåkläder Belgium,AB Blåkläder,EUR,Belgium,LOGISTICS,Applicable,227.00,227.00,0.000000,2025,10
pd-106,AB Blåkläder Belgium,AB Blåkläder,EUR,Belgium,TRAVEL,Applicable,379.78,379.78,0.000000,2025,10
pd-107,AB Blåkläder Belgium,AB Blåkläder,EUR,Belgium,WORKING AND SAFETY MATERIALS,Applicable,15587.89,15587.89,0.000000,2025,10
pd-108,AB Blåkläder Belgium,AB Blåkläder,EUR,Germany,TRAVEL,Applicable,1634.20,1634.20,0.000000,2025,10
pd-109,AB Blåkläder Belgium,AB Blåkläder,EUR,Germany,WORKING AND SAFETY MATERIALS,Applicable,990.56,990.56,0.000000,2025,10
pd-110,ABB,ABB Ltd,EUR,Belgium,MAINTENANCE,Applicable,8911.10,8911.11,0.000001,2025,10
pd-111,ABBAYE DE VAL DIEU,Brasserie de l'Abbaye du Val-Dieu,EUR,Belgium,CORRUGATED BOARD,Applicable,2889.00,2889.00,0.000000,2025,10
pd-112,ABBAYE DE VAL DIEU,Brasserie de l'Abbaye du Val-Dieu,EUR,Belgium,FINISHED PRODUCTS,Applicable,31272.08,31295.39,0.000745,2025,10
pd-113,ABBAYE DE VAL DIEU,Brasserie de l'Abbaye du Val-Dieu,EUR,Belgium,KEGS,Applicable,36000.00,36000.00,0.000000,2025,10
pd-114,ABC Industrial Parts,ABC INDUSTRIAL PARTS,EUR,Belgium,MAINTENANCE,Applicable,441.03,441.03,0.000000,2025,10
pd-115,ABG Europe (UK) LIMITED,,EUR,United Kingdom,MARKETING,Applicable,105938.00,79723.05,0.247456,2025,10
pd-116,ABTS,WPEF IX Holdco 3 B.V.,EUR,Belgium,CORRUGATED BOARD,Applicable,22965.90,23040.90,0.003266,2025,10
pd-117,ABTS,WPEF IX Holdco 3 B.V.,EUR,Belgium,FINISHED PRODUCTS,Applicable,40924.91,41184.38,0.006340,2025,10
pd-118,ABTS,WPEF IX Holdco 3 B.V.,EUR,Belgium,PALLETS,Applicable,869.00,869.00,0.000000,2025,10
pd-119,ACALIN SA,Sancofa,EUR,Belgium,MAINTENANCE,Applicable,1329.80,1329.80,0.000000,2025,10
pd-120,ACARDO GROUP AG,ACARDO GROUP,EUR,Germany,MARKETING,Applicable,293502.38,292210.98,0.004400,2025,10
pd-121,ACHELSE KLUIS,Drigima,EUR,Belgium,CORRUGATED BOARD,Applicable,160.00,160.00,0.000000,2025,10
pd-122,ACHELSE KLUIS,Drigima,EUR,Belgium,FINISHED PRODUCTS,Applicable,687.00,687.00,0.000000,2025,10
pd-123,ACK SANITOIT 2000,,EUR,Belgium,CUSTOMERS,Applicable,925.10,1119.37,0.209999,2025,10
pd-124,ACK SANITOIT 2000,,EUR,Belgium,MAINTENANCE,Applicable,3247.10,3247.10,0.000000,2025,10
pd-125,ACMI SPA,OMNIA TECHNOLOGIES HOLDING SPA,EUR,Belgium,MAINTENANCE,Applicable,352.80,352.80,0.000000,2025,10
pd-126,ACO Passavant GmbH,,EUR,Germany,PET,Applicable,845.90,845.90,0.000000,2025,10
pd-127,ACTEMIUM,VINCI,EUR,Belgium,MAINTENANCE,Applicable,7161.49,7161.49,0.000000,2025,10
pd-128,ACTIVE AIR SOLUTIONS LIMITED,,EUR,United Kingdom,MAINTENANCE,Applicable,3789.78,3789.78,0.000000,2025,10
pd-129,ADAM Pumps S.A.,,EUR,Belgium,MAINTENANCE,Applicable,331.00,331.00,0.000000,2025,10
pd-130,ADECCO,,EUR,Belgium,FEES,Applicable,6836.16,6836.16,0.000000,2025,10
pd-131,ADM GROUP BV,Adm Invest,EUR,Belgium,CUSTOMERS,Applicable,7323.00,9447.25,0.290079,2025,10
pd-132,ADM PROMOTIONS SPAIN SLU (DE),ADM GROUP,EUR,Austria,SALES,Applicable,3632.00,3632.00,0.000000,2025,10
pd-133,ADM PROMOTIONS SPAIN SLU (DE),ADM GROUP,EUR,Germany,MARKETING,Applicable,4600.00,4600.00,0.000000,2025,10
pd-134,ADM PROMOTIONS SPAIN SLU (DE),ADM GROUP,EUR,Germany,SALES,Applicable,28445.45,28445.45,0.000000,2025,10
pd-135,ADM Promotions Spain SLU (NL VAT),ADM GROUP,EUR,Belgium,MARKETING,Applicable,2710.00,2710.00,0.000000,2025,10
pd-136,ADM Promotions Spain SLU (NL VAT),ADM GROUP,EUR,Belgium,SALES,Applicable,4470.00,4470.00,0.000000,2025,10
pd-137,ADM Promotions Spain SLU (NL VAT),ADM GROUP,EUR,Switzerland,BEER DISPENSE MATERIALS,Applicable,2769.00,2592.89,0.063601,2025,10
pd-138,ADM Promotions Spain SLU (NL VAT),ADM GROUP,EUR,Switzerland,SALES,Applicable,21052.73,19713.78,0.063600,2025,10
pd-139,ADM Promotions UK Limited,ADM GROUP,EUR,United Kingdom,MARKETING,Applicable,3287.41,3287.41,0.000000,2025,10
pd-140,ADM Promotions UK Limited,ADM GROUP,EUR,United Kingdom,SALES,Applicable,476928.92,529468.37,0.110162,2025,10
pd-141,ADS,,EUR,Belgium,MAINTENANCE,Applicable,1425.78,1425.78,0.000000,2025,10
pd-142,AED PARTNER,APi Group Corporation,EUR,Belgium,MAINTENANCE,Applicable,210.00,210.00,0.000000,2025,10
pd-143,AERZEN BELGIUM,Aerzen Holding GmbH,EUR,Belgium,MAINTENANCE,Applicable,8837.36,8837.36,0.000000,2025,10
pd-144,AERZENRENTAL BV,Aerzen Holding GmbH,EUR,Belgium,MAINTENANCE,Applicable,21256.00,21256.00,0.000000,2025,10
pd-145,AETNA GROUP S.P.A,AETNA GROUP HOLDING,EUR,Belgium,MAINTENANCE,Applicable,11099.57,11139.57,0.003604,2025,10
pd-146,AFT Plus Promotion Sales,GLOBAL SMOLLAN HOLDINGS,EUR,Austria,CUSTOMERS,Applicable,961.00,961.00,0.000000,2025,10
pd-147,AGR Netherlands Coöperatie U.A.,,EUR,Belgium,OTHER CONSUMABLES,Applicable,1850.00,1850.00,0.000000,2025,10
pd-148,AHE Refrigeration & Electrical Ltd,,EUR,United Kingdom,CUSTOMERS,Applicable,2009.07,2009.07,0.000000,2025,10
pd-149,AIR PRODUCTS,"Air Products and Chemicals, Inc.",EUR,Belgium,ENERGY & FLUIDS,Applicable,283926.78,4427741.50,14.594660,2025,10
pd-150,AIR PRODUCTS,"Air Products and Chemicals, Inc.",EUR,Belgium,MAINTENANCE,Applicable,430.29,430.29,0.000000,2025,10
pd-151,AIR PRODUCTS,"Air Products and Chemicals, Inc.",EUR,Belgium,OTHER CONSUMABLES,Applicable,3108.02,3108.02,0.000000,2025,10
pd-152,AIR PRODUCTS NEDERLAND BV,,EUR,The Netherlands,ENERGY & FLUIDS,Applicable,20677.62,26263.70,0.270151,2025,10
pd-153,AJINOMOTO OMNICHEM,"AJINOMOTO CO., INC.",EUR,Belgium,OTHER AUXILIARIES,Applicable,7627.50,7627.50,0.000000,2025,10
pd-154,ALDODICI Srl.,,EUR,Italy,MARKETING,Applicable,23800.00,23800.00,0.000000,2025,10
pd-155,ALEXANDRE,ALEXANDRE,EUR,Belgium,MAINTENANCE,Applicable,2189.56,2189.56,0.000000,2025,10
pd-156,ALINEAS SCS,,EUR,Belgium,MARKETING,Applicable,250.00,250.00,0.000000,2025,10
pd-157,ALINEAS SCS,,EUR,Belgium,SALES,Applicable,1816.00,1816.00,0.000000,2025,10
pd-158,ALNOVA Logistik GmbH,,EUR,France,LOGISTICS,Applicable,820.00,820.00,0.000000,2025,10
pd-159,ALNOVA Logistik GmbH,,EUR,United Kingdom,LOGISTICS,Applicable,500.00,436.70,0.126600,2025,10
pd-160,ALPAGRO PLASTICS,Alpala,EUR,Belgium,MARKETING,Applicable,893.36,893.36,0.000000,2025,10
pd-161,ALPLA WAIDHOFEN,,EUR,The Netherlands,PET,Applicable,28958.00,28958.00,0.000000,2025,10
pd-162,ALPLA WAIDHOFEN,ALPLA PRIVATSTIFTUNG,EUR,Belgium,METAL CLOSURES,Applicable,13975.20,13975.20,0.000000,2025,10
pd-163,AMAZON ONLINE ITALY SRL,"Amazon.com, Inc.",EUR,Italy,MARKETING,Applicable,1000.00,3000.00,2.000000,2025,10
pd-164,AMBROGIO TRASPORTI S.P.A.,,EUR,The Netherlands,LOGISTICS,Applicable,160.00,160.00,0.000000,2025,10
pd-165,AMBROGIO TRASPORTI S.P.A.,Wilpro Beheer B.V.,EUR,Belgium,LOGISTICS,Applicable,1460.00,1460.00,0.000000,2025,10
pd-166,AMU ROBOTIC,,EUR,Belgium,MAINTENANCE,Applicable,5100.00,5100.00,0.000000,2025,10
pd-167,ANKER AMSTERDAM SPIRIT BV,,EUR,The Netherlands,FINISHED PRODUCTS,Applicable,73799.48,74135.26,0.004550,2025,10
pd-168,ANTON PAAR BELGIUM,SANTNER PRIVATSTIFTUNG,EUR,Belgium,MAINTENANCE,Applicable,110449.17,110449.17,0.000000,2025,10
pd-169,ANTON PAAR BELGIUM,SANTNER PRIVATSTIFTUNG,EUR,Belgium,OTHER CONSUMABLES,Applicable,2146.27,2146.27,0.000000,2025,10
pd-170,ANTON PAAR BELGIUM,SANTNER PRIVATSTIFTUNG,EUR,Luxembourg,MAINTENANCE,Applicable,2047.00,2047.00,0.000000,2025,10
pd-171,ANTWERPSE BROUW COMPAGNIE,,EUR,Belgium,CORRUGATED BOARD,Applicable,472.50,945.00,1.000000,2025,10
pd-172,ANTWERPSE BROUW COMPAGNIE,,EUR,Belgium,FINISHED PRODUCTS,Applicable,2096.40,2096.40,0.000000,2025,10
pd-173,ANTWERPSE BROUW COMPAGNIE,,EUR,Belgium,KEGS,Applicable,1800.00,2700.00,0.500000,2025,10
pd-174,AP DESIGN SNC,,EUR,Italy,MARKETING,Applicable,980.00,980.00,0.000000,2025,10
pd-175,AP ELEC,,EUR,Belgium,CUSTOMERS,Applicable,3940.00,4767.40,0.210000,2025,10
pd-176,APOLLO SERVICE,Casipo B.V.,EUR,United Kingdom,MAINTENANCE,Applicable,600.00,520.08,0.133200,2025,10
pd-177,APOTHEEK TEMMERMAN,Temmerman,EUR,Belgium,PEOPLE,Applicable,2806.97,2806.97,0.000000,2025,10
pd-178,APPELAERE BV,,EUR,The Netherlands,CORRUGATED BOARD,Applicable,4600.00,4600.00,0.000000,2025,10
pd-179,APPELAERE BV,,EUR,The Netherlands,FINISHED PRODUCTS,Applicable,6477.60,6477.60,0.000000,2025,10
pd-180,APPELAERE BV,,EUR,The Netherlands,PLASTIC CRATES,Applicable,182.00,182.00,0.000000,2025,10
pd-181,ARA-Service Mohnke,,EUR,Germany,MAINTENANCE,Applicable,1045.00,1045.00,0.000000,2025,10
pd-182,ARBONED NV,,EUR,The Netherlands,PEOPLE,Applicable,110.75,110.75,0.000000,2025,10
pd-183,ARC INTERNATIONAL FRANCE SAS,ARC HOLDINGS,EUR,United Kingdom,SALES,Applicable,82569.60,79788.30,0.033684,2025,10
pd-184,ARDAGH GLASS LTD,ARDAGH GROUP,EUR,United Kingdom,BOTTLES,Applicable,9080350.93,9082634.93,0.000252,2025,10
pd-185,ARISTEA S.P.A.,,EUR,Italy,KEGS,Applicable,79577.76,189345.00,1.379371,2025,10
pd-186,ARISTEA S.P.A.,,EUR,Italy,SALES,Applicable,7434.78,7434.78,0.000000,2025,10
pd-187,ARKANCE SYSTEMS BENELUX,MARSEILLAN,EUR,Belgium,TECHNOLOGY,Applicable,248.00,248.00,0.000000,2025,10
pd-188,ARVAL BELGIUM,BNP PARIBAS,EUR,Belgium,LOGISTICS,Applicable,135.80,135.80,0.000000,2025,10
pd-189,AS Tallink Grupp,,EUR,TRE,CUSTOMERS,Applicable,17819.00,17819.00,0.000000,2025,10
pd-190,AS-MECHANICS,AS Mechanics,EUR,Belgium,MAINTENANCE,Applicable,3082.50,3082.50,0.000000,2025,10
pd-191,ASAK Armaturen + Pumpen GmbH,,EUR,Germany,MAINTENANCE,Applicable,4426.00,4426.00,0.000000,2025,10
pd-192,ASCENT SCAFFOLDING UK LTD,,EUR,United Kingdom,MAINTENANCE,Applicable,14669.10,14669.10,0.000000,2025,10
pd-193,ASERTI Electronic GmbH,PARQUEST CAPITAL,EUR,Germany,MAINTENANCE,Applicable,1164.00,9312.00,7.000000,2025,10
pd-194,ASPLA,ARMANDO ALVAREZ SA,EUR,Belgium,FILMS,Applicable,6170.53,6170.53,0.000000,2025,10
pd-195,ASTREA,ASTREA,EUR,Belgium,LEGAL,Applicable,12604.77,12604.77,0.000000,2025,10
pd-196,ATELIER POLMANS,Polmans,EUR,Belgium,MAINTENANCE,Applicable,3568.00,3568.00,0.000000,2025,10
pd-197,ATLAS COPC KOMPRESSOREN UND,Atlas Copco AB,EUR,Germany,MAINTENANCE,Applicable,9115.50,9115.50,0.000000,2025,10
pd-198,ATLAS COPCO COMPRESSORS BENELU,,EUR,Belgium,MAINTENANCE,Applicable,16942.30,58892.21,2.476046,2025,10
pd-199,ATLAS COPCO COMPRESSORS BENELU,,EUR,The Netherlands,OTHER AUXILIARIES,Applicable,1500.00,2700.00,0.800000,2025,10
pd-200,ATMOSAFE,Atmosafe,EUR,Belgium,MAINTENANCE,Applicable,4371.34,4371.34,0.000000,2025,10
