id,supplier,parentSupplier,zone,country,category,kpiApplicability,invoiceOnTimeCount,totalPoLines,year,month
iot-1946,THE NIELSEN COMPANY (EUROPE) SARL,AI PAVE Dutchco I B.V.,EUR,Belgium,MARKETING,Applicable,3,3,2025,10
iot-1947,THE NIELSEN COMPANY (EUROPE) SARL,AI PAVE Dutchco I B.V.,EUR,France,MARKETING,Applicable,1,1,2025,10
iot-1948,THE NIELSEN COMPANY (EUROPE) SARL,AI PAVE Dutchco I B.V.,EUR,Switzerland,MARKETING,Applicable,1,1,2025,10
iot-1949,THERMO FISHER SCIENTIFIC GMBH,Thermo Fisher Scientific Inc.,EUR,Germany,MAINTENANCE,Applicable,7,7,2025,10
iot-1950,THERMO FISHER SCIENTIFIC GMBH,Thermo Fisher Scientific Inc.,EUR,Germany,OTHER CONSUMABLES,Applicable,0,7,2025,10
iot-1951,THERMOTE & VANHALST,Wehold,EUR,Belgium,LOGISTICS,Applicable,2,2,2025,10
iot-1952,THIMM Obaly k.s.,"THIMM Obaly, k.s.",EUR,Switzerland,SALES,Applicable,1,1,2025,10
iot-1953,THIMM Verpackung GmbH & CO.KG,THIMM Group GmbH + Co. KG,EUR,France,FOLDING CARTONS,Applicable,5,6,2025,10
iot-1954,THIMM Verpackung GmbH & CO.KG,THIMM Group GmbH + Co. KG,EUR,The Netherlands,FOLDING CARTONS,Applicable,1,1,2025,10
iot-1955,THYS KARCHER,Thys R,EUR,Belgium,MAINTENANCE,Applicable,1,1,2025,10
iot-1956,TMS INDUSTRIAL SERVICES NV,NORDIAN FUND I COÖPERATIEF U A,EUR,Belgium,MAINTENANCE,Applicable,0,1,2025,10
iot-1957,TOP CLASS PRODUCTS & SERVICES,FOPHACON,EUR,Belgium,OTHER CONSUMABLES,Applicable,0,2,2025,10
iot-1958,TOPA Packaging,STICHTING ADMINISTRATIEKANTOOR TOPA,EUR,Belgium,MAINTENANCE,Applicable,2,2,2025,10
iot-1959,TRANSPAK D.O.O.,Vymala,EUR,Belgium,LOGISTICS,Applicable,1,1,2025,10
iot-1960,TRANSPAK D.O.O.,Vymala,EUR,Belgium,MAINTENANCE,Applicable,36,38,2025,10
iot-1961,TRANSPAK D.O.O.,Vymala,EUR,Germany,MAINTENANCE,Applicable,3,5,2025,10
iot-1962,TRANSPAK D.O.O.,Vymala,EUR,The Netherlands,MAINTENANCE,Applicable,1,1,2025,10
iot-1963,TRANSPAK D.O.O.,Vymala,EUR,United Kingdom,MAINTENANCE,Applicable,2,2,2025,10
iot-1964,TRANSPED EUROPE GMBH,Auer-Berger Privatstiftung,EUR,Belgium,LOGISTICS,Applicable,2,4,2025,10
iot-1965,TRANSPED EUROPE GMBH,Auer-Berger Privatstiftung,EUR,Germany,LOGISTICS,Applicable,7,8,2025,10
iot-1966,TRANSPED EUROPE GMBH,Auer-Berger Privatstiftung,EUR,Luxembourg,LOGISTICS,Applicable,1,1,2025,10
iot-1967,TRANSPED EUROPE GMBH,Auer-Berger Privatstiftung,EUR,The Netherlands,LOGISTICS,Applicable,1,1,2025,10
iot-1968,TRANSPED EUROPE GMBH,Auer-Berger Privatstiftung,EUR,United Kingdom,LOGISTICS,Applicable,1,1,2025,10
iot-1969,TRANSPOREON,Trimble Inc.,EUR,The Netherlands,CUSTOMERS,Applicable,1,1,2025,10
iot-1970,TRANSPORT A.MITHIEUX SA,SAS GROUPE GUY-CASSET,EUR,France,LOGISTICS,Applicable,4,4,2025,10
iot-1971,TRANSPORTS COMBRONDE,F.N.C FINANCES,EUR,France,LOGISTICS,Applicable,1,1,2025,10
iot-1972,TRANSPORTS MERCIER,MERCIER,EUR,France,LOGISTICS,Applicable,3,3,2025,10
iot-1973,TRANSPORTS NICOLLE SARL,BANIC,EUR,France,LOGISTICS,Applicable,4,4,2025,10
iot-1974,TRAXXION GROUP BV,STEENBEKE DEINZE,EUR,Belgium,LOGISTICS,Applicable,2,2,2025,10
iot-1975,TRB INTERNATIONAL SA,"G-III Apparel Group, Ltd.",EUR,United Kingdom,MARKETING,Applicable,4,4,2025,10
iot-1976,TRIALYS LAW FIRM,DE WOLF & PARTNERS SUCCURSALE LUXEMBOURG SC,EUR,Luxembourg,LEGAL,Applicable,6,6,2025,10
iot-1977,TRIERER AU FZUGBAU,KONE Oyj,EUR,Luxembourg,MAINTENANCE,Applicable,1,1,2025,10
iot-1978,TSR Recycling GmbH & Co. KG,Rethmann SE & Co. KG,EUR,Germany,SERVICES,Applicable,3,3,2025,10
iot-1979,TVH EQUIPMENT NV,TVH Equipment,EUR,Belgium,LOGISTICS,Applicable,17,20,2025,10
iot-1980,TVH EQUIPMENT NV,TVH Equipment,EUR,Belgium,MAINTENANCE,Applicable,0,2,2025,10
iot-1981,TVH UK LTD,Wehold,EUR,United Kingdom,LOGISTICS,Applicable,10,12,2025,10
iot-1982,TVS Supply Chain Solutions,TVS SUPPLY CHAIN SOLUTIONS LIMITED,EUR,United Kingdom,BEER DISPENSE MATERIALS,Applicable,11,17,2025,10
iot-1983,TYMPRO HEARING PROTECTION BV,Stichting Administratiekantoor Winde,EUR,The Netherlands,WORKING AND SAFETY MATERIALS,Applicable,1,1,2025,10
iot-1984,TYROLON GmbH,SCHULNIG HOLDING,EUR,United Kingdom,MAINTENANCE,Applicable,3,3,2025,10
iot-1985,Tams Packaging Ltd,SGA MANAGEMENT LIMITED,EUR,United Kingdom,FOLDING CARTONS,Applicable,3,3,2025,10
iot-1986,Tapwacht Service B.V.,Facilicom Group N.V.,EUR,The Netherlands,OTHER CONSUMABLES,Applicable,1,1,2025,10
iot-1987,Technicas-MC,A8 INVEST 2 TF,EUR,Belgium,OTHER PACKAGING,Applicable,1,1,2025,10
iot-1988,Technijet Ltd.,TECHNIJET,EUR,United Kingdom,MAINTENANCE,Applicable,8,8,2025,10
iot-1989,Techno Brabant,Techno Holland B.V.,EUR,The Netherlands,BEER DISPENSE MATERIALS,Applicable,9,11,2025,10
iot-1990,Techno Brabant,Techno Holland B.V.,EUR,The Netherlands,LOGISTICS,Applicable,1,1,2025,10
iot-1991,Techno Brabant,Techno Holland B.V.,EUR,The Netherlands,MAINTENANCE,Applicable,5,5,2025,10
iot-1992,Technogas N.V.,HBM,EUR,Belgium,MAINTENANCE,Applicable,1,1,2025,10
iot-1993,Tefcold BE N.V,SERRCO,EUR,The Netherlands,BEER DISPENSE MATERIALS,Applicable,155,166,2025,10
iot-1994,Tefcold BE N.V,SERRCO,EUR,The Netherlands,MAINTENANCE,Applicable,5,7,2025,10
iot-1995,Teledyne TapTone,TELEDYNE TECHNOLOGIES,EUR,United Kingdom,MAINTENANCE,Applicable,0,1,2025,10
iot-1996,Tennant UK Cleaning Solutions,Tennant Company,EUR,United Kingdom,MAINTENANCE,Applicable,1,1,2025,10
iot-1997,Terratrans Int. Spedition GmbH,TERRATRANS Internationale Spedition GmbH,EUR,Germany,LOGISTICS,Applicable,4,4,2025,10
iot-1998,Testo Industrial Services GmbH,TESTO SE & CO. KGAA,EUR,Germany,OTHER CONSUMABLES,Applicable,2,2,2025,10
iot-1999,Thamesdown Recycling Limited,Thamesdown Glass Recycling,EUR,United Kingdom,LOGISTICS,Applicable,3,4,2025,10
iot-2000,Thamesdown Recycling Limited,Thamesdown Glass Recycling,EUR,United Kingdom,SERVICES,Applicable,2,2,2025,10
iot-2001,"The Advantage Group International,",ADVANTAGE GROUP INTERNATIONAL,EUR,Germany,MARKETING,Applicable,1,1,2025,10
iot-2002,The Oxford Bar Company,OBC CELLAR TECH SERVICES LIMITED,EUR,United Kingdom,BEER DISPENSE MATERIALS,Applicable,9,9,2025,10
iot-2003,The Tap Company AS,Hagberg Larsen Invest AS,EUR,Norway,BEER DISPENSE MATERIALS,Applicable,1,1,2025,10
iot-2004,The Team Benelux,WASSERMAN MEDIA GROUP,EUR,Belgium,MARKETING,Applicable,2,5,2025,10
iot-2005,The Team Benelux,WMG MANAGEMENT EUROPE LIMITED,EUR,France,MARKETING,Applicable,0,1,2025,10
iot-2006,The UK Trade Desk LTD,"The Trade Desk, Inc.",EUR,United Kingdom,MARKETING,Applicable,0,1,2025,10
iot-2007,Theken-Schulz-Berlin,Theken-Schulz-Berlin,EUR,Germany,BEER DISPENSE MATERIALS,Applicable,6,6,2025,10
iot-2008,Theken-Schulz-Berlin,Theken-Schulz-Berlin,EUR,Germany,MAINTENANCE,Applicable,1,1,2025,10
iot-2009,Thermo Electron Manufacturing Limit,Thermo Fisher Scientific Inc.,EUR,United Kingdom,OTHER CONSUMABLES,Applicable,4,4,2025,10
iot-2010,Thermo Fischer,THERMO FISHER SCIENTIFIC,EUR,The Netherlands,OTHER CONSUMABLES,Applicable,2,2,2025,10
iot-2011,Thermo Fisher Diagnostics GmbH,Thermo Fisher Scientific Inc.,EUR,Germany,OTHER CONSUMABLES,Applicable,4,4,2025,10
iot-2012,TikTok,Bytedance Ltd.,EUR,United Kingdom,MARKETING,Applicable,0,1,2025,10
iot-2013,Topcold NV,Tefcold Holding ApS,EUR,Belgium,LOGISTICS,Applicable,112,115,2025,10
iot-2014,Topcold NV,Tefcold Holding ApS,EUR,Belgium,MAINTENANCE,Applicable,3,3,2025,10
iot-2015,Torwesten Spedition GmbH & Co.,Torwesten Spedition GmbH & Co. KG,EUR,Belgium,LOGISTICS,Applicable,6,6,2025,10
iot-2016,Torwesten Spedition GmbH & Co.,Torwesten Spedition GmbH & Co. KG,EUR,Germany,LOGISTICS,Applicable,9,9,2025,10
iot-2017,Torwesten Spedition GmbH & Co.,Torwesten Spedition GmbH & Co. KG,EUR,Luxembourg,LOGISTICS,Applicable,1,1,2025,10
iot-2018,Torwesten Spedition GmbH & Co.,Torwesten Spedition GmbH & Co. KG,EUR,The Netherlands,LOGISTICS,Applicable,1,1,2025,10
iot-2019,Total Concept NV,Sterzelly,EUR,Belgium,CUSTOMERS,Applicable,2,2,2025,10
iot-2020,Total Concept NV,Sterzelly,EUR,Belgium,MARKETING,Applicable,2,2,2025,10
iot-2021,Total Concept NV,Sterzelly,EUR,France,MARKETING,Applicable,1,1,2025,10
iot-2022,Total Energies Retail Nederland BV,Alimentation Couche-Tard Inc,EUR,The Netherlands,ENERGY & FLUIDS,Applicable,9,9,2025,10
iot-2023,Total Filtration Ltd,TOTAL FILTRATION,EUR,United Kingdom,MAINTENANCE,Applicable,1,1,2025,10
iot-2024,Total Protective Solutions 360 Ltd,TPS 360 HOLDINGS LIMITED,EUR,United Kingdom,MAINTENANCE,Applicable,2,2,2025,10
iot-2025,Toyota Material Handling Belgium,TOYOTA INDUSTRIES CORPORATION,EUR,Belgium,LOGISTICS,Applicable,1,2,2025,10
iot-2026,Trafalgar scientific Ltd,TRAFALGAR SCIENTIFIC LIMITED,EUR,United Kingdom,OTHER CONSUMABLES,Applicable,4,15,2025,10
iot-2027,Transport Bothe,Bothe Logistik GmbH & Co.KG,EUR,Germany,MARKETING,Applicable,2,2,2025,10
iot-2028,Transports JUNG,SOC EXPL DES TRANSPORTS JUNG,EUR,France,LOGISTICS,Applicable,7,7,2025,10
iot-2029,Transports Jacques BARRE SA,TRANSPORTS JACQUES BARRE,EUR,France,LOGISTICS,Applicable,4,4,2025,10
iot-2030,Transsped Sp.z o.o.Sp.K.,TRANSSPED SP Z O O SPÓŁKA KOMANDYTOWA,EUR,Germany,LOGISTICS,Applicable,1,1,2025,10
iot-2031,Traussnig Spedition Wien GmbH,Gerhard Traußnig Privatstiftung,EUR,Austria,SALES,Applicable,4,4,2025,10
iot-2032,Trimarchi – Colonna & Partners,TRIMARCHI COLONNA & PARTNERS,EUR,Italy,LEGAL,Applicable,13,13,2025,10
iot-2033,Trinkkartell GmbH,BS Beratungs- & Holdinggesellschaft UG (haftungsbeschränkt),EUR,Germany,FINISHED PRODUCTS,Applicable,14,14,2025,10
iot-2034,Trinkkartell GmbH,BS Beratungs- & Holdinggesellschaft UG (haftungsbeschränkt),EUR,Germany,PALLETS,Applicable,3,3,2025,10
iot-2035,Trioplast Nyborg A/S,Altor Holding VI AB,EUR,Germany,FILMS,Applicable,1,2,2025,10
iot-2036,Truckland E B.V.,Pallieter Group B.V.,EUR,The Netherlands,LOGISTICS,Applicable,1,1,2025,10
iot-2037,Truckwash 1 Group B.V.,Stichting Administratiekantoor TW 1 Group,EUR,The Netherlands,LOGISTICS,Applicable,0,1,2025,10
iot-2038,TÜV NORD CERT GMBH,TÜV NORD AG,EUR,Germany,FEES,Applicable,7,7,2025,10
iot-2039,TÜV Nord Systems GmbH & Co. KG,TÜV NORD AG,EUR,Germany,FEES,Applicable,5,6,2025,10
iot-2040,Türmerleim GmbH,Vermögensverwaltung Pfeiffer (VVP) eingetragene Gesellschaft bürgerlichen Rechts,EUR,Germany,GLUES,Applicable,3,3,2025,10
iot-2041,UAB BALTIC TRANSLINE,"BALTIC TRANSLINE, UAB",EUR,Germany,LOGISTICS,Applicable,2,2,2025,10
iot-2042,UDOBÄR GmbH & Co. KG,KCF,EUR,Germany,MAINTENANCE,Applicable,4,6,2025,10
iot-2043,UDOBÄR GmbH & Co. KG,KCF,EUR,Germany,OTHER CONSUMABLES,Applicable,2,2,2025,10
iot-2044,UDOBÄR GmbH & Co. KG,KCF,EUR,Germany,WORKING AND SAFETY MATERIALS,Applicable,3,3,2025,10
iot-2045,UMBRELLA RISK MANAGEMENT,UMBRELLA HOLDINGS LIMITED,EUR,United Kingdom,MARKETING,Applicable,2,2,2025,10
iot-2046,UMS Group bvba,UMS Group,EUR,Belgium,MAINTENANCE,Applicable,7,7,2025,10
iot-2047,UNILEVER NEDERLAND BV,UNILEVER PLC,EUR,The Netherlands,FINISHED PRODUCTS,Applicable,126,126,2025,10
iot-2048,UNILEVER NEDERLAND BV,UNILEVER PLC,EUR,The Netherlands,PALLETS,Applicable,18,18,2025,10
iot-2049,UNIPACK,UNIPACK PALETTEN-VERTRIEBS-GMBH,EUR,Germany,LOGISTICS,Applicable,1,1,2025,10
iot-2050,UNIPACK,UNIPACK PALETTEN-VERTRIEBS-GMBH,EUR,Germany,PALLETS,Applicable,3,3,2025,10
iot-2051,UNITEC NV,Unitec Holding,EUR,Belgium,MAINTENANCE,Applicable,1,1,2025,10
iot-2052,UWE KLOSKA GMBH,Kloska Familien Holding GmbH,EUR,Germany,MAINTENANCE,Applicable,2,2,2025,10
iot-2053,Ulmer Getraenke Vertrieb GmbH,Brauerei Gold-Ochsen Gesellschaft mit beschränkter Haftung,EUR,Germany,FINISHED PRODUCTS,Applicable,104,136,2025,10
iot-2054,Ulmer Getraenke Vertrieb GmbH,Brauerei Gold-Ochsen Gesellschaft mit beschränkter Haftung,EUR,Germany,PALLETS,Applicable,71,80,2025,10
iot-2055,Uniserve Ltd,GB GLOBAL HOLDCO. PTE. LTD.,EUR,United Kingdom,LOGISTICS,Applicable,7,7,2025,10
iot-2056,Unite Procurement Deutschland AG,Unite Holding SE,EUR,Germany,MAINTENANCE,Applicable,0,1,2025,10
iot-2057,United Contractors Team,UNITED CONTRACTORS TEAM,EUR,Belgium,LOGISTICS,Applicable,4,4,2025,10
iot-2058,United Contractors Team,UNITED CONTRACTORS TEAM,EUR,Belgium,MAINTENANCE,Applicable,24,28,2025,10
iot-2059,United Contractors Team,UNITED CONTRACTORS TEAM,EUR,Belgium,OTHER CONSUMABLES,Applicable,0,1,2025,10
iot-2060,United Soft Drinks BV,United Soft Drinks B.V.,EUR,The Netherlands,FINISHED PRODUCTS,Applicable,0,87,2025,10
iot-2061,United Soft Drinks BV,United Soft Drinks B.V.,EUR,The Netherlands,PALLETS,Applicable,1,14,2025,10
iot-2062,Universal Dispense Systems Ltd,WILMAN UNIVERSAL GROUP LIMITED,EUR,United Kingdom,BEER DISPENSE MATERIALS,Applicable,2,4,2025,10
iot-2063,Universität Bremen,UNIVERSITÄT BREMEN,EUR,Germany,PEOPLE,Applicable,0,1,2025,10
iot-2064,V.V.B. Vervenne & van Belle SA,ETS ANTOINE,EUR,Belgium,BEER DISPENSE MATERIALS,Applicable,1,1,2025,10
iot-2065,VALPAR INDUSTRIAL LIMITED,Micro Matic A/S,EUR,Belgium,BEER DISPENSE MATERIALS,Applicable,1,1,2025,10
iot-2066,VANDECASTEELE,Vandecasteele Noël & Bernard,EUR,Belgium,LOGISTICS,Applicable,0,1,2025,10
iot-2067,VARIA-PACK,BUNZL PUBLIC LIMITED COMPANY,EUR,Belgium,OTHER PACKAGING,Applicable,1,1,2025,10
iot-2068,VATBox,VATBOX LIMITED,EUR,France,PEOPLE,Applicable,1,1,2025,10
iot-2069,VBR BUHLER BENELUX,Bühler Holding AG,EUR,Belgium,MAINTENANCE,Applicable,0,3,2025,10
iot-2070,VD ELSEN BV,Wayfer Holding B.V.,EUR,The Netherlands,MAINTENANCE,Applicable,4,4,2025,10
iot-2071,VDP Safety,V12,EUR,The Netherlands,WORKING AND SAFETY MATERIALS,Applicable,7,7,2025,10
iot-2072,VERAUTOMATION BV,VINCI,EUR,The Netherlands,LOGISTICS,Applicable,1,1,2025,10
iot-2073,VERBUNT WIJNKOPERS BV,Houdstermaatschappij Mandarijn B.V.,EUR,The Netherlands,FINISHED PRODUCTS,Applicable,23,23,2025,10
iot-2074,VERMEIRE AANDRIJVINGEN NV,"Advent International, L.P.",EUR,Belgium,MAINTENANCE,Applicable,1,1,2025,10
iot-2075,VERVIERS FREINS SA,Nayarit Participations,EUR,Belgium,LOGISTICS,Applicable,1,2,2025,10
iot-2076,VERVIERS FREINS SA,Nayarit Participations,EUR,Belgium,MAINTENANCE,Applicable,2,2,2025,10
iot-2077,VFB bv,FAIRON BEARINGS INTERNATIONAL,EUR,Belgium,MAINTENANCE,Applicable,3,3,2025,10
iot-2078,VIAPOSTE TRANSPORT MANAGEMENT,AGENCE DES PARTICIPATIONS DE L'ETAT,EUR,France,LOGISTICS,Applicable,2,2,2025,10
iot-2079,VILLAGE 1 REINE FABIOLA,"Notre Village, accueil résidentiel et de jour",EUR,Belgium,FINISHED PRODUCTS,Applicable,3,3,2025,10
iot-2080,VILLAGE 1 REINE FABIOLA,"Notre Village, accueil résidentiel et de jour",EUR,Luxembourg,SALES,Applicable,0,1,2025,10
iot-2081,VLEUGELS-M BV,Vleugels-M,EUR,Belgium,MARKETING,Applicable,4,7,2025,10
iot-2082,VOETS TRANSPORT BV,Vover Holding B.V.,EUR,Belgium,LOGISTICS,Applicable,2,2,2025,10
iot-2083,VOETS TRANSPORT BV,Vover Holding B.V.,EUR,France,LOGISTICS,Applicable,3,3,2025,10
iot-2084,VOETS TRANSPORT BV,Vover Holding B.V.,EUR,Germany,LOGISTICS,Applicable,10,10,2025,10
iot-2085,VOETS TRANSPORT BV,Vover Holding B.V.,EUR,The Netherlands,LOGISTICS,Applicable,10,10,2025,10
iot-2086,VOGLMEIER GmbH,Vogl Holding GmbH,EUR,Germany,LOGISTICS,Applicable,1,1,2025,10
iot-2087,VOGLMEIER GmbH,Vogl Holding GmbH,EUR,Germany,MAINTENANCE,Applicable,3,3,2025,10
iot-2088,VP LAM HOLDING,Qhold International,EUR,Belgium,LEASE OF VEHICLES,Applicable,0,8,2025,10
iot-2089,VP LAM HOLDING,Qhold International,EUR,Belgium,LOGISTICS,Applicable,0,46,2025,10
iot-2090,VRANCKEN LAMBERT,VRANCKEN LAMBERT,EUR,Belgium,MAINTENANCE,Applicable,18,18,2025,10
iot-2091,VRIJE RUIMTE,VRIJE RUIMTE,EUR,Belgium,CUSTOMERS,Applicable,2,2,2025,10
iot-2092,VRUMONA BV,Royal Unibrew A/S,EUR,The Netherlands,CORRUGATED BOARD,Applicable,80,82,2025,10
iot-2093,VRUMONA BV,Royal Unibrew A/S,EUR,The Netherlands,FINISHED PRODUCTS,Applicable,639,758,2025,10
iot-2094,VRUMONA BV,Royal Unibrew A/S,EUR,The Netherlands,PALLETS,Applicable,90,95,2025,10
iot-2095,VRUMONA BV,Royal Unibrew A/S,EUR,The Netherlands,PLASTIC CRATES,Applicable,11,11,2025,10
iot-2096,VWR International BV,"Avantor, Inc.",EUR,The Netherlands,MAINTENANCE,Applicable,5,5,2025,10
iot-2097,VWR International BV,"Avantor, Inc.",EUR,The Netherlands,OTHER CONSUMABLES,Applicable,7,20,2025,10
iot-2098,VWR International GmbH,"Avantor, Inc.",EUR,Germany,AUXILIARY MATERIALS,Applicable,1,18,2025,10
iot-2099,VWR International GmbH,"Avantor, Inc.",EUR,Germany,OTHER CONSUMABLES,Applicable,0,21,2025,10
iot-2100,VWR International Ltd,"Avantor, Inc.",EUR,United Kingdom,OTHER CONSUMABLES,Applicable,20,49,2025,10
iot-2101,VWR International bvba/sprl,"Avantor, Inc.",EUR,Belgium,MAINTENANCE,Applicable,4,5,2025,10
iot-2102,VWR International bvba/sprl,"Avantor, Inc.",EUR,Belgium,OTHER CONSUMABLES,Applicable,53,54,2025,10
iot-2103,Vaatje Limited,VAATJE LIMITED,EUR,United Kingdom,LOGISTICS,Applicable,11,13,2025,10
iot-2104,Vaatje Limited,VAATJE LIMITED,EUR,United Kingdom,MAINTENANCE,Applicable,0,1,2025,10
iot-2105,Valkeniersnatie Storage NV,Katoen Natie International,EUR,Belgium,LEASES AND RENTALS,Applicable,4,4,2025,10
iot-2106,Van Meeuwen Lubrication NV,Van Meeuwen Holding B.V.,EUR,Belgium,MAINTENANCE,Applicable,2,2,2025,10
iot-2107,Van Meeuwen Smeertechniek B.V.,Van Meeuwen Holding B.V.,EUR,The Netherlands,MAINTENANCE,Applicable,5,6,2025,10
iot-2108,Van Moer Rail nv,Stichting Administratiekantoor Singelberg,EUR,Belgium,LOGISTICS,Applicable,59,59,2025,10
iot-2109,Van den Bosch Transporten BV,P.J.M.M. van den Bosch Holding B.V.,EUR,Belgium,LOGISTICS,Applicable,1,1,2025,10
iot-2110,Vandeputte Safety,V12,EUR,Belgium,CUSTOMERS,Applicable,2,2,2025,10
iot-2111,Vandeputte Safety,V12,EUR,Belgium,MAINTENANCE,Applicable,29,37,2025,10
iot-2112,Vandeputte Safety,V12,EUR,Belgium,OTHER CONSUMABLES,Applicable,1,1,2025,10
iot-2113,Vandeputte Safety,V12,EUR,Belgium,WORKING AND SAFETY MATERIALS,Applicable,14,36,2025,10
iot-2114,Vanheede Environmental Logistics NV,Vanheede Environment Group,EUR,Belgium,CO-PRODUCTS,Applicable,1,1,2025,10
iot-2115,Vanheede Environmental Logistics NV,Vanheede Environment Group,EUR,Belgium,SERVICES,Applicable,2,2,2025,10
iot-2116,Vanheede Environmental Services,Vanheede Environment Group,EUR,Belgium,CO-PRODUCTS,Applicable,1,1,2025,10
iot-2117,VeDoSign,Stichting Administratiekantoor Toverdrank,EUR,Belgium,MAINTENANCE,Applicable,0,2,2025,10
iot-2118,Veolia Water Technologies bv,VEOLIA ENVIRONNEMENT,EUR,The Netherlands,OTHER CONSUMABLES,Applicable,2,2,2025,10
iot-2119,Verallia Deutschland AG,Verallia,EUR,Belgium,BOTTLES,Applicable,29,29,2025,10
iot-2120,Verallia Deutschland AG,Verallia,EUR,Germany,BOTTLES,Applicable,75,75,2025,10
iot-2121,Verma Systemen bvba,Verma-Systemen,EUR,Belgium,TRAVEL,Applicable,1,1,2025,10
iot-2122,Vetreria di Borgonovo S.p.A.,VETRERIA DI BORGONOVO SPA,EUR,Belgium,SALES,Applicable,1,1,2025,10
iot-2123,Vianet Group PL,VIANET GROUP PLC,EUR,United Kingdom,CUSTOMERS,Applicable,1,1,2025,10
iot-2124,Videojet Technologies B.V.,DANAHER HK HOLDINGS LIMITED,EUR,The Netherlands,MAINTENANCE,Applicable,2,2,2025,10
iot-2125,Videojet Technologies B.V.,DANAHER HK HOLDINGS LIMITED,EUR,The Netherlands,OTHER CONSUMABLES,Applicable,1,1,2025,10
iot-2126,Videojet Technologies GmbH,EAS Finance GM GmbH,EUR,Germany,AUXILIARY MATERIALS,Applicable,1,1,2025,10
iot-2127,Videojet Technologies GmbH,EAS Finance GM GmbH,EUR,Germany,MAINTENANCE,Applicable,8,10,2025,10
iot-2128,Videojet Technologies GmbH,EAS Finance GM GmbH,EUR,Germany,OFFICE UTILITIES,Applicable,3,3,2025,10
iot-2129,Videojet Technologies Ltd,Danaher Corporation,EUR,United Kingdom,MAINTENANCE,Applicable,0,3,2025,10
iot-2130,Vigo Shoes,Näder Holding Verwaltungs GmbH,EUR,Belgium,PEOPLE,Applicable,0,2,2025,10
iot-2131,Viking Malt Sp z o.o.,Polttimo Oy,EUR,Belgium,MALT,Applicable,1,1,2025,10
iot-2132,Viking Netherlands B.V.,KCF,EUR,The Netherlands,OFFICE UTILITIES,Applicable,5,5,2025,10
iot-2133,Viking Office Belgium BV.,Viking Office Belgium,EUR,Belgium,OFFICE UTILITIES,Applicable,12,13,2025,10
iot-2134,Viking Office Belgium BV.,Viking Office Belgium,EUR,Belgium,PACKAGING,Applicable,28,30,2025,10
iot-2135,Viking Office Deutschland GmbH,KCF,EUR,Germany,MAINTENANCE,Applicable,4,4,2025,10
iot-2136,Viking Office Deutschland GmbH,KCF,EUR,Germany,OFFICE UTILITIES,Applicable,8,8,2025,10
iot-2137,Viking Office UK Limited,VIKING OFFICE UK LIMITED,EUR,United Kingdom,OFFICE UTILITIES,Applicable,2,2,2025,10
iot-2138,Vilsa-Brunnen,Rodekohr Holding GmbH & Co.KG,EUR,Germany,FINISHED PRODUCTS,Applicable,5,5,2025,10
iot-2139,Vincent Logistics,STOCKAGE INDUSTRIEL INVEST S.A.,EUR,Belgium,LOGISTICS,Applicable,4,4,2025,10
iot-2140,Vincent Logistics,STOCKAGE INDUSTRIEL INVEST S.A.,EUR,Belgium,PACKAGING,Applicable,1,1,2025,10
iot-2141,Vincent Logistics,VINCENT LOGISTICS,EUR,Belgium,LEASES AND RENTALS,Applicable,6,6,2025,10
iot-2142,Vincent Logistics,VINCENT LOGISTICS,EUR,Belgium,LOGISTICS,Applicable,7,7,2025,10
iot-2143,Vinservice Micro Matic S.r.l.,Micro Matic A/S,EUR,Italy,MARKETING,Applicable,1,1,2025,10
iot-2144,Vinservice Micro Matic S.r.l.,Micro Matic A/S,EUR,Italy,SALES,Applicable,0,1,2025,10
iot-2145,Vinçotte S.A.,SHV Holdings N.V.,EUR,Belgium,LEGAL,Applicable,1,1,2025,10
iot-2146,Vlaamse Oliecentrale,JELMAR,EUR,Belgium,MAINTENANCE,Applicable,2,2,2025,10
iot-2147,Volvo Group Belgium,AB Volvo,EUR,Belgium,LOGISTICS,Applicable,9,10,2025,10
iot-2148,Vulcain Engineering SPRL,ENGINEERING FOR GOOD HOLDINGS,EUR,Belgium,MAINTENANCE,Applicable,2,3,2025,10
iot-2149,Vulcain Engineering SPRL,ENGINEERING FOR GOOD HOLDINGS,EUR,Germany,MAINTENANCE,Applicable,2,2,2025,10
iot-2150,W. Gröning,Kölling-Gröning Beteiligungskommanditgesellschaft GmbH & Co. KG,EUR,Germany,FILMS,Applicable,1,1,2025,10
iot-2151,W.H.BRADY NV (SETON),BRADY,EUR,Belgium,FEES,Applicable,1,1,2025,10
iot-2152,W.H.BRADY NV (SETON),BRADY,EUR,Belgium,WORKING AND SAFETY MATERIALS,Applicable,1,1,2025,10
iot-2153,W.Hoyer KG,W.Hoyer KG,EUR,Germany,ENERGY & FLUIDS,Applicable,2,2,2025,10
iot-2154,WALTER GERÄTEBAU GMBH,Ingelfinger GmbH & Co. KG,EUR,Germany,MAINTENANCE,Applicable,2,2,2025,10
iot-2155,WATCO,RPM International Inc.,EUR,Belgium,MAINTENANCE,Applicable,1,1,2025,10
iot-2156,WATERS,WATERS,EUR,Belgium,MAINTENANCE,Applicable,0,1,2025,10
iot-2157,WATERS,WATERS,EUR,Belgium,OTHER CONSUMABLES,Applicable,0,6,2025,10
