id,supplier,parentSupplier,zone,country,category,scorecard_category,kpiApplicability,supplierApprovalStatus,greenCount,yellowCount,redCount,naCount,blankCount,year
sa-0,A & C Plastic,Alimex GmbH,EUR,Germany,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1,A M QUIMICA INDUSTRIA E COMERCIO,A M QUIMICA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICO,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-2,A Madeireira Industria e Comercio,A MADEIREIRA,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,3,0,0,0,0,2026
sa-3,A S C BATISTA E CIA LTDA,A S C BATISTA,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-4,A erradero San Vicente E.I.R.L.,A erradero San Vicente E.I.R.L.,SAZ,Chile,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-5,A&D Químicos,A&D Químicos,MAZ,Peru,Raw Materials,DIRECT,Applicable,Not Approved,1,0,0,0,0,2026
sa-6,AB InBev,AB InBev,GHQ,United States,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-7,ABA,"Aba, S.A. de C.V.",MAZ,Mexico,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-8,ABC Labels,ABC Labels,EUR,Belgium,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-9,ABI,ABI,AFR,South Africa,Raw Materials,DIRECT,Applicable,Approved,0,2,0,0,0,2026
sa-10,ABI,ABI,AFR,Tanzania,Raw Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-11,ABI,ABI,AFR,Uganda,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-12,ABI,ABI,AFR,Zambia,Raw Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-13,ABI,ABI,APAC,Republic of Korea,Raw Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-14,ABI,ABI,SAZ,Argentina,Raw Materials,DIRECT,Applicable,Approved,7,0,0,0,0,2026
sa-15,ABI,ABI,SAZ,Bolivia,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-16,ABI,ABI,SAZ,Bolivia,Raw Materials,DIRECT,Applicable,Approved,2,0,0,0,0,2026
sa-17,ABI,ABI,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Approved,2,0,0,0,0,2026
sa-18,ABI,ABI,SAZ,Paraguay,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-19,ABI,ABI,SAZ,Uruguay,Raw Materials,DIRECT,Applicable,Approved,3,0,0,0,0,2026
sa-20,ACEFLEX DO NORDESTE LTDA,ACEFLEX DO NORDESTE LTDA,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-21,ACHERNAR S.A.,SATO CORPORATION,SAZ,Argentina,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-22,ACSUR SOCIEDAD ANONIMA,ACSUR SOCIEDAD ANONIMA,SAZ,Argentina,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-23,ACT INDUSTRIA E COMERCIO LTDA,ACT INDUSTRIA E COMERCIO LTDA,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-24,ACURA TECHNOLOGIES LTDA,ASSA ABLOY BRASIL INDUSTRIA E COMERCIO LTDA,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-25,ADAMA SA,ADAMA SA,SAZ,Argentina,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-26,ADECOAGRO PILAGA FRANCK,Kadesh Hispania S.L.,SAZ,Argentina,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-27,ADECOAGRO PILAGA MERCEDES,Kadesh Hispania S.L.,SAZ,Argentina,Raw Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-28,ADEL COCO BRASIL INDUSTRIA E,ADEL COCO BRASIL INDUSTRIA E COMERCIO LTDA,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-29,ADHETEC LTDA.,ADHETEC,SAZ,Bolivia,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-30,ADITIVOS ALIMENTARIOS SRL,ADITIVOS ALIMENTARIOS SRL,SAZ,Argentina,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-31,ADM,ADM,AFR,Australia,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-32,ADM,ADM,EUR,France,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-33,ADM,ADM,MAZ,,Raw Materials,DIRECT,Applicable,Potential Supplier,0,0,0,0,1,2026
sa-34,ADM,ADM,MAZ,Colombia,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-35,ADM,ADM,MAZ,Panama,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-36,ADM,ADM,NAZ,United States,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-37,ADM,ADM,NAZ,United States,Raw Materials,DIRECT,Applicable,Not Approved,3,0,0,0,2,2026
sa-38,ADM Wild GmbH- Berlin,ADM Wild GmbH- Berlin,EUR,Germany,Raw Materials,DIRECT,Applicable,Approved for Trials,0,0,0,0,1,2026
sa-39,AEB BIOQUIMICA LATINO AMERICANA SA,AEB BIOQUIMICA LATINO AMERICANA SA,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-40,AEP Colloids,AEP Colloids,NAZ,United States,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-41,AFEX,AFEX,AFR,Nigeria,Raw Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-42,AFGRI Milling,AFGRI Milling,AFR,South Africa,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-43,AGI,AGI,APAC,India,Packaging Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-44,AGI,AGI,APAC,India,Packaging Materials,DIRECT,Applicable,Not Approved,0,1,0,0,0,2026
sa-45,AGI Depot,AGI Depot,AFR,South Africa,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-46,AIR LIQUIDE ARGENTINA S.A,AIRGAS,SAZ,Argentina,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-47,AIR LIQUIDE BRASIL LTDA,AIRGAS,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-48,ALCOOL SANTA CRUZ LTDA,ALCOOL SANTA CRUZ,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-49,ALPHA COLOR S/A ETIQUETAS E RÓTULOS,ALPHA COLOR SA,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-50,ALPHA PLAST-INDUSTRIA E COMERCIO,ALPHA PLAST INDÚSTRIA E COMÉRCIO,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-51,ALQUIMIA PRODUTOS QUIMICOS PARA,ALQUIMIA PRODUTOS QUIMICOS PARA A INDUSTRIAS LTDA EPP,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-52,ALQUISA PRODUTOS QUIMICOS EIRELI,ALQUISA PRODUTOS QUIMICOS EIRELI,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-53,ALT Technologies,Advanced Safety Technologies B.V.,EUR,Netherlands,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-54,ALTA PLASTICA S.A.,ALTA PLASTICA S.A.,SAZ,Argentina,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-55,ALTO VALE CELULOSE INDUSTRIA,ALTO VALE CELULOSE INDUSTRIA,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-56,AMBIENTALY INDUSTRIA E COMERCIO DE PROD QUIM,B&G PARTICIPACOES SA,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-57,AMCOR,AMCOR,MAZ,,Packaging Materials,DIRECT,Applicable,Potential Supplier,0,0,0,0,1,2026
sa-58,AMCOR USUAHIA,AMCOR,SAZ,Argentina,Packaging Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-59,AMD Industries,AMD INDUSTRIES LIMITED,APAC,India,Packaging Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-60,AMERICA INDUSTRIA E COMERCIO DE EMBALAGENS LTDA,AMERICA INDUSTRIA E COMERCIO DE,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-61,"AML DongGuan JieXun Electronics Co.,Ltd.","AML DongGuan JieXun Electronics Co.,Ltd.",EUR,China,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-62,AMONIA LTDA (INDAB),AMONIA,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-63,AMS,AMS,MAZ,,Raw Materials,DIRECT,Applicable,Not Approved,1,0,0,0,0,2026
sa-64,ANCHOR PACKAGING DEL PARAGUAY S.A.,ANCHOR PACKAGING DEL PARAGUAY S.A.,SAZ,Paraguay,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-65,ANDERS BOLIVIA LTDA,ADMINISTRACION NACIONAL DE ELECTRICIDAD,SAZ,Bolivia,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-66,ANTALIS BOLIVIA SRL,"KPP GROUP HOLDINGS CO., LTD.",SAZ,Bolivia,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-67,APIS FLORA INDUSTRIAL E COMERCIAL,APIS FLORA INDUSTRIAL E COMERCIAL L,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-68,APL Cartons,A P L CARTONS (PTY) LTD,AFR,South Africa,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-69,APL Cartons,A P L CARTONS (PTY) LTD,AFR,South Africa,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-70,APM Terminals,APM Terminals,MAZ,Peru,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-71,APU Corrugate Packaging,APU Corrugate Packaging,APAC,India,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,1,0,0,2026
sa-72,AQUA GROUP S.A.,AQUA GROUP S.A.,SAZ,Paraguay,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-73,ARANDO,ARANDO INDUSTRIAL Y COMERCIAL BOLIVIA,SAZ,Bolivia,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-74,ARDION S.A.,ARDION S.A.,SAZ,Argentina,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-75,ARGENTI LEMON SA,ARGENTI LEMON SA,SAZ,Argentina,Raw Materials,DIRECT,Applicable,Approved for Trials,0,1,0,0,0,2026
sa-76,ARO EXPORTACAO IMPORTACAO,COBANSA CONSTRUTORA BANDEIRANTES,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Potential Supplier,0,1,0,0,0,2026
sa-77,ARQUIMIA S.A.,ARQUIMIA S.A.,SAZ,Argentina,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-78,ARROZEIRA PELOTAS INDUSTRIA E,ARROZEIRA PELOTAS,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Approved,2,0,0,0,0,2026
sa-79,ART CHIK PRODUTOS PUBLICITARIOS,ART CHIK PRODUTOS PUBLICITARIOS,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-80,ASAHI,"ASAHI TRADING CO., LTD.",MAZ,,Packaging Materials,DIRECT,Applicable,Not Approved,1,0,0,0,0,2026
sa-81,ASHLAND COMERCIO ESPECIALIDADES,ASHLAND GLOBAL HOLDINGS,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-82,ASUPACK S.A.,ASUPACK S.A.,SAZ,Paraguay,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-83,AVIENT COLOMBIA,Avient Corporation,MAZ,Colombia,Packaging Materials,DIRECT,Applicable,Approved,0,0,0,0,1,2026
sa-84,AVPack Plastic Manufacturers,AVPack Plastic Manufacturers,AFR,South Africa,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-85,AVT Tea Services,AVT Tea Services,NAZ,India,Raw Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-86,AZEPLAST INDUSTRIA E COMERCIO LTDA,AZEPLAST INDUSTRIA E COMERCIO,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-87,AZUCARERA DEL LITORAL S A,AZUCARERA,SAZ,Uruguay,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-88,Aarav Casings,Aarav Casings,APAC,India,Packaging Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-89,Abstrax (corporate),Abstrax (corporate),NAZ,United States,Raw Materials,DIRECT,Applicable,Approved,0,0,0,0,1,2026
sa-90,Acabados De Papeles Satinados y Absorbentes,ACABADO DE PAPELES SATINADO Y ABSORBEN,MAZ,Mexico,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-91,Accord Carton,ACCOR,NAZ,United States,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-92,Accredo Packaging,Accredo Packaging,NAZ,United States,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-93,Aceti-Oxieno,Aceti-Oxieno,MAZ,Panama,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-94,Acorn Clearprint,ACOR,EUR,United Kingdom,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-95,Acorn Paper Products,Acorn Paper Products,NAZ,United States,Co-packer,DIRECT,Applicable,Approved,0,0,0,0,1,2026
sa-96,Adergemex,Adergemex,MAZ,Mexico,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-97,Adikos,Adikos,MAZ,Colombia,Broker/Distributor,DIRECT,Applicable,Not Approved,1,0,0,0,0,2026
sa-98,Aduamerica,Aduamerica,MAZ,,Packaging Materials,DIRECT,Applicable,Not Approved,1,0,0,0,0,2026
sa-99,Advance Syrup Solutions,Advance Syrup Solutions,AFR,South Africa,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-100,Afgri Bronkhorstspruit Grain Management,Afgri Bronkhorstspruit Grain Management,AFR,South Africa,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-101,Africa Access 3PL,AFRICA ACCESS 3PL LIMITED,AFR,Nigeria,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-102,Africa Hops,Africa Hops,AFR,South Africa,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-103,African Building Supplies,African Building Supplies,AFR,Namibia,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-104,African Chemicals,African Chemicals,AFR,South Africa,Broker/Distributor,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-105,Afrox Limited,Afrox Limited,AFR,South Africa,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-106,Agridient,Agridient,AFR,Netherlands,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-107,Agrique,Agrique,MAZ,Mexico,Raw Materials,DIRECT,Applicable,Not Approved,1,0,0,0,0,2026
sa-108,Agrograin,Agrograin,MAZ,Colombia,Raw Materials,DIRECT,Applicable,Potential Supplier,0,0,0,0,1,2026
sa-109,Agrogruled,Agrogruled,MAZ,Ecuador,Raw Materials,DIRECT,Applicable,Approved,2,0,0,0,0,2026
sa-110,Agrogruled,Agrogruled,MAZ,Peru,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,3,2026
sa-111,Agroindustrial Sudeste,AGROINDUSTRIAL SUDESTE,SAZ,Argentina,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-112,Agroindutria Roscar,Agroindutria Roscar,MAZ,Panama,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-113,Agronet,Agronet,EUR,Spain,Raw Materials,DIRECT,Applicable,Potential Supplier,0,0,0,0,1,2026
sa-114,Agropecuaria De Comercio Agrocom,AGROPECUARIA FAMORI,MAZ,Colombia,Raw Materials,DIRECT,Applicable,Approved for Trials,0,0,0,0,1,2026
sa-115,Agroproducciones Dobladenses,AGROPRODUCTORES CEBADEROS DE XALA S. P. R. DE R. L,MAZ,Mexico,Raw Materials,DIRECT,Applicable,Not Approved,1,0,0,0,0,2026
sa-116,Agroways,Agroways,AFR,Uganda,Raw Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-117,Air Liquide,AIRGAS,AFR,South Africa,Raw Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-118,Air Liquide,AIRGAS,MAZ,Colombia,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-119,Air Liquide,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,EUR,United Kingdom,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-120,Air Liquide Brasil Ltda,AIRGAS,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,2,2026
sa-121,Air Products,AIR PRODUCTS AND CHEMICALS,EUR,Belgium,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-122,Air Products,AIR PRODUCTS AND CHEMICALS,EUR,Belgium,Raw Materials,DIRECT,Applicable,Approved for Trials,0,0,0,0,1,2026
sa-123,Air Products,AIR PRODUCTS AND CHEMICALS,EUR,France,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-124,Air Products,AIR PRODUCTS AND CHEMICALS,EUR,Netherlands,Raw Materials,DIRECT,Applicable,Approved,2,0,0,0,0,2026
sa-125,Air Products,AIR PRODUCTS AND CHEMICALS,EUR,Poland,Cleaning Materials,DIRECT,Applicable,Approved for Trials,0,0,0,0,1,2026
sa-126,Airgas Specialty Products,Airgas Specialty Products,NAZ,Georgia,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-127,Ajinomoto OmniChem NV,"AJINOMOTO CO., INC.",EUR,Belgium,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-128,Al Tajir Glass Industries,AL TAJIR GLASS INDUSTRIES,EUR,United Arab Emirates,Packaging Materials,DIRECT,Applicable,Approved,0,0,1,0,0,2026
sa-129,Al Tajir Glass Industries,AL TAJIR GLASS INDUSTRIES,EUR,United Arab Emirates,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-130,Albert Muller Inkofen,Albert Muller Inkofen,EUR,Germany,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-131,Alcasa,Alcasa,MAZ,El Salvador,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-132,Alchem Industries,Alchem Industries,APAC,India,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-133,AlcoNCP,AlcoNCP,AFR,South Africa,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-134,Alexir,Alexir,EUR,United Kingdom,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-135,Alfa Laval,Alfa Laval AB,NAZ,United States,Cleaning Materials,DIRECT,Applicable,Approved for Trials,0,0,0,0,1,2026
sa-136,Alimac Deutschland,Alimac Deutschland,AFR,Germany,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-137,Alimentos Tandil SA,ALESSANDRI & COMPANIA,SAZ,Argentina,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-138,Alimentos Thearion Suqa,Inversiones Los Cedros Co. S.A.,MAZ,Colombia,Broker/Distributor,DIRECT,Applicable,Not Approved,1,0,0,0,0,2026
sa-139,All4Labels Grafica Do Brasil,Aerobic BidCo SARL,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-140,Allied Custom Gypsum (Arcosa),ALLIED CUSTOM GYPSUM,NAZ,United States,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-141,"Ally Juma
","Ally Juma
",AFR,Tanzania,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-142,Almaviva Silos,ALMA DELIA,MAZ,Colombia,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-143,Almetac Astigaraga,Almetac Astigaraga,EUR,Spain,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-144,Almidones Mexicanos,ALMIDONES DE SUCRE S A S,MAZ,Mexico,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-145,Alphabond,Alphabond,EUR,Spain,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-146,Alpla,ALPLA PRIVATSTIFTUNG,EUR,Austria,Packaging Materials,DIRECT,Applicable,Approved but Inactive,0,0,0,0,1,2026
sa-147,Alpla,ALPLA PRIVATSTIFTUNG,EUR,Germany,Packaging Materials,DIRECT,Applicable,Potential Supplier,0,0,0,0,1,2026
sa-148,Alpla,ALPLA PRIVATSTIFTUNG,MAZ,Dominican Republic,Packaging Materials,DIRECT,Applicable,Not Approved,1,0,0,0,0,2026
sa-149,Alto Ingredients,Alto Ingredients,NAZ,United States,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-150,Alucaps Mexicana,"Grupo Alucaps Mexicana, S.A. de C.V.",MAZ,Mexico,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-151,Alusud Embalajes Colombia,Alusud Embalajes Colombia,MAZ,Colombia,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-152,Ambev,Ambev,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,2,0,1,0,0,2026
sa-153,Ambev,Ambev,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Approved,22,0,0,0,0,2026
sa-154,Ambev,Ambev,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Not Approved,2,0,0,0,2,2026
sa-155,Ambev Vidros Paraná,Ambev Vidros Paraná,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-156,Ambev Vidros Rio,Ambev Vidros Rio,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,0,0,1,0,0,2026
sa-157,Amcor,AMCOR,EUR,United Kingdom,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-158,Amcor,AMCOR,MAZ,Colombia,Packaging Materials,DIRECT,Applicable,Approved,3,0,0,0,0,2026
sa-159,Amcor,AMCOR,MAZ,El Salvador,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-160,Amcor,AMCOR,NAZ,United States,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,1,2026
sa-161,Amcor,AMCOR,SAZ,Argentina,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-162,Amcor,AMCOR,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,2,0,1,0,0,2026
sa-163,American Commodities Company,American Commodities Company,NAZ,United States,Raw Materials,DIRECT,Applicable,Approved,0,0,0,0,1,2026
sa-164,American Tartaric Products (ATP)- Larchmont,American Tartaric Products (ATP)- Larchmont,NAZ,United States,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-165,Amoquimicos Colombia,AMOQUIMICOS COLOMBIA,MAZ,Colombia,Broker/Distributor,DIRECT,Applicable,Potential Supplier,0,0,0,0,1,2026
sa-166,Amorim,"AMORIM - INVESTIMENTOS E PARTICIPAÇÕES, SGPS, S.A.",EUR,Portugal,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-167,An Giang Import – Export Company,An Giang Import – Export Company,APAC,Vietnam,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-168,Analdes,ANA IBARRA,MAZ,Colombia,Packaging Materials,DIRECT,Applicable,Not Approved,1,0,0,0,0,2026
sa-169,Anchor Glass,Anchor Glass,NAZ,United States,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-170,Anders,Anders,MAZ,Ecuador,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-171,Anders,Anders,MAZ,Peru,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-172,Angel Yeast,Angel Yeast,APAC,China,Raw Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-173,Anhui Gelate Biochemistry,Anhui Gelate Biochemistry,APAC,China,Raw Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-174,Anhui Nongken Food,Anhui Nongken Food,APAC,China,Raw Materials,DIRECT,Applicable,Not Approved,0,1,0,0,0,2026
sa-175,Anhui Youfa Packaging Technology,Anhui Youfa Packaging Technology,APAC,China,Packaging Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-176,Anhui Youjie Packaging Materials,Anhui Youjie Packaging Materials,APAC,China,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-177,Anhui Yourijiu Industrial,Anhui Yourijiu Industrial,APAC,China,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-178,Anhui-Rongtai,Anhui-Rongtai,APAC,China,Packaging Materials,DIRECT,Applicable,Not Approved,0,1,0,0,0,2026
sa-179,Annapurna Agro,Annapurna Agro,APAC,India,Raw Materials,DIRECT,Applicable,Disallowed,0,0,0,0,1,2026
sa-180,Annapurna Agro,Annapurna Agro,APAC,India,Raw Materials,DIRECT,Applicable,Not Approved,0,0,1,0,1,2026
sa-181,Anshan Yongan Packaging Industry,Anshan Yongan Packaging Industry,APAC,China,Packaging Materials,DIRECT,Applicable,Approved,0,2,0,0,0,2026
sa-182,Anshan Zhongwei Plastics,Anshan Zhongwei Plastics,APAC,China,Packaging Materials,DIRECT,Applicable,Approved,0,2,0,0,0,2026
sa-183,Aoruijin Sales,Aoruijin Sales,APAC,China,Packaging Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-184,Apeck International,Apeck International,AFR,Nigeria,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,2,2026
sa-185,Apeck International,Apeck International,AFR,Tanzania,Raw Materials,DIRECT,Applicable,Approved,0,2,0,0,0,2026
sa-186,Apex Flavors,Apex Flavors,NAZ,United States,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
