id,supplier,parentSupplier,zone,country,category,scorecard_category,kpiApplicability,supplierApprovalStatus,greenCount,yellowCount,redCount,naCount,blankCount,year
sa-1792,LATIN CHEMICAL SUPPLIERS S.A.,LATIN CHEMICAL SUPPLIERS S.A.,SAZ,Argentina,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1793,LAURO WEBER E CIA LTDA,LAURO WEBER & CIA,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1794,LB Minerals,LB Minerals,EUR,Czechia,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1795,LEVESAL DIST DE SAL E ALIM EIRELI,LEVESAL DISTRIBUIDORA DE SAL E ALIMENTOS,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1796,LIDERQUIMICA COMERCIO PRODUTOS,LIDERQUIMICA COMERCIO PRODUTOS,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1797,LINDE URUGUAY LIMITADA,LINDE URUGUAY LIMITADA,SAZ,Uruguay,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1798,LINK GROUP,LINK GROUP,MAZ,,Raw Materials,DIRECT,Applicable,Not Approved,1,0,0,0,0,2026
sa-1799,LIQUI-BOX CORPORATION,Sealed Air Corporation,MAZ,Estados Unidos,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1800,"LITOGRAFIA A. ROMERO, S.L.","LITOGRAFIA A. ROMERO, S.L.",EUR,Spain,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1801,LITORAL CITRUS S.A.,LITORAL CITRUS S.A.,SAZ,Argentina,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1802,LOCK N’ POP,LOCK N’ POP,EUR,United Kingdom,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1803,LOGIPAK SPA,Fabrica de Plasticos Ceruti Ltda.,SAZ,Chile,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1804,LOGIPALLET,LOGIPALLET IND & COM DE PALLET,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1805,LOGIPALLET IND E COM PALLET LTDA,LOGIPALLET IND & COM DE PALLET,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1806,LOGISTICA TRANSPALLETS,GB Cargo SPA,SAZ,Argentina,Packaging Materials,DIRECT,Applicable,Approved for Trials,0,1,0,0,0,2026
sa-1807,LOGOPLASTE DO BRASIL LTDA,LOGOPLASTE DO BRASIL,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1808,LORDTECH POLIMEROS LTDA,LORDTECH POLIMEROS,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1809,LUIS Y MIGUEL ZANNIELLO S.A.,LUIS Y MIGUEL ZANNIELLO S.A.,SAZ,Argentina,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1810,LV Lomas (Purac America),LV Lomas (Purac America),NAZ,United States,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1811,LYM Logistics-Apan,LYM Logistics-Apan,MAZ,Mexico,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1812,LYM Logistics-Zacatecas,LYM Logistics-Zacatecas,MAZ,Mexico,Packaging Materials,LOGISTICS,Applicable,Approved,1,0,0,0,0,2026
sa-1813,La Fortaleza,La Fortaleza,MAZ,Mexico,Broker/Distributor,LOGISTICS,Applicable,Approved,0,0,0,0,1,2026
sa-1814,La Honda,La Honda,MAZ,Mexico,Raw Materials,DIRECT,Applicable,Not Approved,1,0,0,0,0,2026
sa-1815,La Tour,LA TOUR,MAZ,Colombia,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1816,Label Express,Lynx Equity Limited,EUR,United Kingdom,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1817,Labels S.A. de C.V.,LABELS,MAZ,El Salvador,Packaging Materials,DIRECT,Applicable,Approved,0,0,1,0,0,2026
sa-1818,Labiza S.A.,Labiza S.A.,MAZ,Ecuador,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1819,Laboratoire MAT,Laboratoire MAT,NAZ,Canada,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1820,LaceibaSPC,LaceibaSPC,MAZ,Colombia,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1821,Lake International- Previously AECI,Lake International- Previously AECI,AFR,South Africa,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1822,Lallemand,Lallemand,EUR,Italy,Raw Materials,DIRECT,Applicable,Approved but Inactive,0,0,0,0,1,2026
sa-1823,Lallemand (former Danstar Ferment),Lallemand (former Danstar Ferment),EUR,Denmark,Raw Materials,DIRECT,Applicable,Approved but Inactive,0,0,0,0,1,2026
sa-1824,Lallemand Baking Solutions  / QCB Trenton plant,Lallemand Baking Solutions  / QCB Trenton plant,NAZ,Canada,Raw Materials,DIRECT,Applicable,Approved,0,0,0,0,1,2026
sa-1825,Lallemand GmbH,Lallemand GmbH,EUR,Austria,Raw Materials,DIRECT,Applicable,Approved but Inactive,1,0,0,0,0,2026
sa-1826,Lallemand GmbH,Lallemand GmbH,EUR,Estonia,Raw Materials,DIRECT,Applicable,Approved but Inactive,1,0,0,0,0,2026
sa-1827,Lallemand GmbH,Lallemand GmbH,EUR,Germany,Raw Materials,DIRECT,Applicable,Approved but Inactive,1,0,0,0,0,2026
sa-1828,Lallemand GmbH,Lallemand GmbH,NAZ,Canada,Raw Materials,DIRECT,Applicable,Not Approved,1,0,0,0,0,2026
sa-1829,Lallemand GmbH (GB Ingredients Limited),Lallemand GmbH (GB Ingredients Limited),EUR,United Kingdom,Raw Materials,DIRECT,Applicable,Approved but Inactive,1,0,0,0,0,2026
sa-1830,Landsberg San Diego,Landsberg San Diego,NAZ,United States,Co-packer,DIRECT,Applicable,Approved,0,0,0,0,1,2026
sa-1831,Lausitzer Früchteverarbeitung,Lausitzer Früchteverarbeitung,EUR,Germany,Raw Materials,DIRECT,Applicable,Potential Supplier,0,0,0,0,1,2026
sa-1832,Lealfood SRL,Lealfood SRL,SAZ,Argentina,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1833,Lechner,Lechner,EUR,Austria,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1834,Ledesma Sociedad Anonima Agricola I,LEDESMA S.A.A.I.,SAZ,Argentina,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1835,Lesaffre Ingredients Services,Lesaffre Ingredients Services,EUR,France,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1836,Lhoist Industrie,Lhoist Industrie,EUR,Belgium,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1837,Liaoning Wanlong Packaging Co. LTD,Liaoning Wanlong Packaging Co. LTD,APAC,China,Packaging Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-1838,"Liaoning Yihai kerry starch Technology Co., LTD","Liaoning Yihai kerry starch Technology Co., LTD",APAC,China,Raw Materials,DIRECT,Applicable,Approved,0,2,0,0,0,2026
sa-1839,"Liaoning Zhong'an Can Manufacturing Co., Ltd","Liaoning Zhong'an Can Manufacturing Co., Ltd",APAC,,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1840,Licensee,Licensee,GHQ,Australia,Packaging Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-1841,Licensee,Licensee,GHQ,Australia,Packaging Materials,DIRECT,Applicable,Approved but Inactive,0,1,0,0,0,2026
sa-1842,Licensee,Licensee,GHQ,Croatia,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1843,Licensee,Licensee,GHQ,Morocco,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1844,Licensee,Licensee,GHQ,New Zealand,Packaging Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-1845,Licensee,Licensee,GHQ,Romania,Packaging Materials,DIRECT,Applicable,Approved,0,0,0,0,1,2026
sa-1846,Licensee,Licensee,GHQ,Tunisia,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1847,Licensee,Licensee,GHQ,Turkey,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1848,Licensee,Licensee,GHQ,Turkey,Packaging Materials,DIRECT,Applicable,Not Approved,1,0,0,0,0,2026
sa-1849,Licorera del sur-Grupo Innovador,Licorera del sur-Grupo Innovador,MAZ,Mexico,Raw Materials,DIRECT,Applicable,Not Approved,1,0,0,0,0,2026
sa-1850,"Lifeline Foods, LLC","Lifeline Foods, LLC",NAZ,United States,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1851,Limagrain,Limagrain,EUR,France,Raw Materials,DIRECT,Applicable,Approved but Inactive,0,0,0,0,1,2026
sa-1852,Limagrain,Limagrain,EUR,Netherlands,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1853,Linde Gas,Linde Gas,MAZ,Ecuador,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1854,Linde Gas,Linde Gas,MAZ,Peru,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1855,Linde Gas,Linde Gas,MAZ,Republica Dominicana,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1856,Linde Gas Chile S.A.,LINDE PUBLIC,SAZ,Chile,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1857,Linder Representaciones,Linder Representaciones,MAZ,Peru,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1858,Lindum Packaging,WELL ABLE LIMITED,EUR,United Kingdom,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1859,"Linjiang City Xinghui Filter Aid Co., Ltd","Linjiang City Xinghui Filter Aid Co., Ltd",APAC,China,Raw Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-1860,Linjiang Imerys Diatomite Co,Linjiang Imerys Diatomite Co,APAC,China,Raw Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-1861,Lins Agroindustrial S.A.,LINS AGROINDUSTRIAL S.A.,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1862,"Linyi Branch of Wuxi Huapeng Closures Co., Ltd.","Linyi Branch of Wuxi Huapeng Closures Co., Ltd.",APAC,China,Packaging Materials,DIRECT,Applicable,Approved but Inactive,0,1,0,0,0,2026
sa-1863,Liquid Tannin Marketing PtyLtd,Liquid Tannin Marketing PtyLtd,AFR,South Africa,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1864,Litoprint,Litoprint,MAZ,Colombia,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1865,Login 360,Login 360,MAZ,Mexico,Packaging Materials,DIRECT,Applicable,Not Approved,2,0,0,0,0,2026
sa-1866,Logopak,POSSEHL-STIFTUNG,EUR,Germany,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1867,Long Thanh Plastic,Long Thanh Plastic,APAC,Vietnam,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1868,"Longkou  ORG  Packaging  Co.,Ltd","Longkou  ORG  Packaging  Co.,Ltd",APAC,China,Packaging Materials,DIRECT,Applicable,Potential Supplier,0,0,0,0,1,2026
sa-1869,Lotus Plastics Ltd,Lotus Plastics Ltd,AFR,Nigeria,Packaging Materials,DIRECT,Applicable,Not Approved,0,1,0,0,0,2026
sa-1870,Louis Dreyfus Company Sucos Sa,LOUIS DREYFUS HOLDING,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1871,Louis Dreyfus Company Sucos Sa,Louis Dreyfus Company Sucos Sa,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1872,Luhe minerals,Luhe B.V.,EUR,Germany,Broker/Distributor,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1873,Lupex GMBH Au in der Hallertau,Lupex GMBH Au in der Hallertau,EUR,Germany,Raw Materials,DIRECT,Applicable,Approved,0,0,0,0,1,2026
sa-1874,Lupofresh LTD,Lupofresh LTD,EUR,United Kingdom,Raw Materials,DIRECT,Applicable,Approved but Inactive,0,0,0,0,1,2026
sa-1875,Lämmle Holzverarbeitung GmbH,Lämmle Holzverarbeitung GmbH,EUR,Germany,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1876,M CASSAB COMERCIO E INDUSTRIA LTDA,M CASSAB COMERCIO E INDUSTRIA LTDA,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-1877,M.A.F. Magnesite B.V.,MAF HOLDING,EUR,Netherlands,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1878,M3 Maquila de Envases y Servicios,M3 Maquila de Envases y Servicios,SAZ,Chile,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1879,MAC POINT,MAC POINT,MAZ,,Packaging Materials,DIRECT,Applicable,Not Approved,1,0,0,0,0,2026
sa-1880,MADE EMBALAGENS LTDA,MADE EMBALAGENS,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1881,MADEIREIRA E SERRARIA TRAVESSAO,MADEIREIRA DOS LAGOS,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1882,MADEIREIRA HAAS LTDA,MADEIREIRA DOS LAGOS,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1883,MADEMAX FLORESTAL LTDA,MADEMAX FLORESTAL LTDA,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1884,MADEPA S.A.,LA PAPELERA,SAZ,Bolivia,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1885,MADERAS GORGONZOLA G & M LTDA,MADERAS GORGONZOLA G & M LTDA,MAZ,Colombia,Packaging Materials,DIRECT,Applicable,Not Approved,1,0,0,0,0,2026
sa-1886,MADERAS HG SAS,MADERAS HG SAS,MAZ,Colombia,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1887,MADERAS RELICARIO,MADERAS RELICARIO,MAZ,Colombia,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1888,MADERAS VILLALOBOS E.I.R.L.,MADERAS VILLALOBOS E.I.R.L.,SAZ,Chile,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1889,MADERERA DEL PACÍFICO,MADERERA DEL PACÍFICO,MAZ,Colombia,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1890,MALTEXCO,Maltexco S.A.,MAZ,Chile,Raw Materials,DIRECT,Applicable,Potential Supplier,0,0,0,0,1,2026
sa-1891,MALTEXCO -TEMUCO,MALTEXCO -TEMUCO,MAZ,Chile,Raw Materials,DIRECT,Applicable,Potential Supplier,0,0,0,0,1,2026
sa-1892,"MANCHEONG PRINTING&PACKAGING (SHENYANG)CO.,LTD.","MANCHEONG PRINTING&PACKAGING (SHENYANG)CO.,LTD.",APAC,China,Packaging Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-1893,MANUCHAR COMERCIO EXTERIOR LTDA (Chongqing Chuandong Chemical Ltd),MANUCHAR COMERCIO EXTERIOR LTDA (Chongqing Chuandong Chemical Ltd),SAZ,Brazil,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1894,MATER PRIM COM. E IND. S.R.L.,MATER PRIM COM. E IND. S.R.L.,SAZ,Paraguay,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1895,MAUSER DO BRASIL EMBALAGENS INDUSTR,MAUSER DO BRASIL EMBALAGENS INDUSTR,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1896,"MAX E. JIMENES, S.A.  ACIDO CITRICO",MAX E JIMENEZ,MAZ,Panama,Broker/Distributor,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1897,"MAX E. JIMENES, S.A.  SULFATO DE ZINC",MAX E JIMENEZ,MAZ,Panama,Broker/Distributor,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1898,"MAX E. JIMENES, S.A. CLORURO DE CALCIO",MAX E JIMENEZ,MAZ,Panama,Broker/Distributor,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1899,"MAX E. JIMENES, S.A. SORBATO DE POTASIO",MAX E JIMENEZ,MAZ,Panama,Broker/Distributor,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1900,MAYAGUEZ S A,MAYAGUEZ S A,MAZ,Colombia,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1901,MCC,MCC,NAZ,United States,Packaging Materials,DIRECT,Applicable,Approved,6,2,0,0,0,2026
sa-1902,MCC Multi-Color,MCC,MAZ,Mexico,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1903,MCC Multi-Color,MCC,MAZ,Mexico,Packaging Materials,DIRECT,Applicable,Potential Supplier,0,0,0,0,1,2026
sa-1904,MCC Multi-Color,MCC Multi-Color,AFR,South Africa,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1905,MCC Multi-Color,MCC Multi-Color,EUR,Belgium,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1906,MCC Multi-Color,MCC Multi-Color,EUR,Germany,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1907,MCC Multi-Color,MCC Multi-Color,EUR,Germany,Packaging Materials,DIRECT,Applicable,Approved for Trials,0,0,0,0,1,2026
sa-1908,MCC Multi-Color,MCC Multi-Color,EUR,Romania,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1909,MCC Multi-Color,MCC Multi-Color,EUR,United Kingdom,Packaging Materials,DIRECT,Applicable,Approved but Inactive,0,0,0,0,1,2026
sa-1910,MCC Multi-Color,MCC Multi-Color,EUR,United Kingdom,Packaging Materials,DIRECT,Applicable,Potential Supplier,0,0,0,0,1,2026
sa-1911,MCC Multi-Color,MCC Multi-Color,NAZ,Canada,Packaging Materials,DIRECT,Applicable,Approved,0,0,0,0,1,2026
sa-1912,MCC Multi-Color,MCC Multi-Color,NAZ,United States,Packaging Materials,DIRECT,Applicable,Approved,2,0,0,0,0,2026
sa-1913,MCC Multi-Color,MCC Multi-Color,NAZ,United States,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1914,MCC Multicolor,MCC Multicolor,NAZ,United States,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1915,MCC Tanzania,MCC Tanzania,AFR,Tanzania,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1916,MCG Industries,NEWSHELF PTY LTD,AFR,South Africa,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1917,MEADWESTVACO  SERVICIOS SA DE CV,WESTROCK,MAZ,Mexico,Packaging Materials,DIRECT,Applicable,Not Approved,1,0,0,0,0,2026
sa-1918,MECESA EMBALAGENS S/A,MECESA EMBALAGENS S/A,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1919,MEGA EMPACK GARRAFON,"Fomento Corporativo Peninsular, S.A. de C.V.",MAZ,Mexico,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1920,MEGA EMPACK TAPA GARRAFON,"Fomento Corporativo Peninsular, S.A. de C.V.",MAZ,Mexico,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1921,MERCASID,Mercasid,MAZ,Republica Dominicana,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1922,MERCICO,MERCICO S A S,MAZ,Colombia,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1923,MERCK  S. A. COLOMBIA,MERCK KG AUF AKTIEN,MAZ,Colombia,Raw Materials,DIRECT,Applicable,Not Approved,1,0,0,0,0,2026
sa-1924,MERCK S/A,MERCK KG AUF AKTIEN,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1925,MESSER CHILE LTDA,MESSER INDUSTRIES,SAZ,Chile,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1926,METALGRAFICA CEARENSE S/A MECESA,METALGRAFICA CEARENSE S/A MECESA,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1927,METCO,METCO,MAZ,Mexico,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1928,MEXICANA DE ARROZ SA DE CV,MEXICANA DE ARROZ SA DE CV,MAZ,Mexico,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1929,MGP Ingredients,"MGP Ingredients, Inc.",NAZ,United States,Raw Materials,DIRECT,Applicable,Approved but Inactive,0,0,0,0,1,2026
sa-1930,MIIKA NACIONAL LTDA,MIIKA NACIONAL,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1931,MILENIO COMPONENTES PLASTICOS LTDA,MILENIO COMPONENTES PLASTICOS,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1932,MILHAO INDUSTRIA E COMERCIO,Milhao,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1933,MIOLO WINE GROUP VITIVINICULTURA,MIOLO WINE GROUP VITIVINICULTURA,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1934,MIRVI BRASIL LTDA.,MIRVI BRASIL,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1935,MKM Max Krüger,MKM Max Krüger,EUR,Germany,Packaging Materials,DIRECT,Applicable,Approved,0,0,0,0,1,2026
sa-1936,MM Canals,MM Canals,EUR,Spain,Packaging Materials,DIRECT,Applicable,Potential Supplier,0,0,0,0,1,2026
sa-1937,MM PALLET EIRELI,MM PALLET EIRELI,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1938,MM Packaging Colombia Corrugated,MM PACKAGING COLOMBIA S A S,MAZ,Colombia,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1939,MM Packaging Colombia Folding,MM PACKAGING COLOMBIA S A S,MAZ,Colombia,Packaging Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-1940,MMP Neupack Bydgoszcz Petersona,MMP Neupack Bydgoszcz Petersona,EUR,Poland,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1941,MMSteel,MMSteel,EUR,Italy,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1942,MOINHO REGIO ALIMENTOS SA,MOINHO REGIO ALIMENTOS,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1943,MOLDCAM INJECAO E FERRAMENTARIA,MOLDCAM INJECAO E FERRAMENTARIA,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Potential Supplier,0,0,0,0,1,2026
sa-1944,MOLINERA DON JULIO,MOLINERA DON JULIO,MAZ,Peru,Raw Materials,DIRECT,Applicable,Approved for Trials,0,0,0,0,1,2026
sa-1945,MOLINO ALBERTO CURE VELEZ,MOLINO ALBERTO CURE VELEZ,MAZ,Colombia,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1946,MOLINOS RIO DE LA PLATA S A,SANTA MARGARITA LLC,SAZ,Argentina,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1947,MORAIS CASTRO COMERCIO E IMPORTACAO,MORAIS DE CASTRO COMÉRCIO E IMPORTAÇÃO DE PRODUTOS QUÍMICOS,SAZ,Brazil,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1948,MR 3 GRAFICA E EDITORA LTDA,MR 3 GRAFICA E EDITORA,SAZ,Brazil,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1949,MSC Le Harve- Logistics,MSC Le Harve- Logistics,AFR,,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1950,MULTICAJAS S A,MULTICAJAS S A,SAZ,Argentina,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1951,MUNDO MADERA,MUNDO MADERA,MAZ,Colombia,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1952,MUNSA LA BARCA,MUNSA LA BARCA,MAZ,Mexico,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1953,MUNSA SAN LUIS POTOSI,MUNSA SAN LUIS POTOSI,MAZ,Mexico,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1954,MUNSA TLAXCOAPAN,MUNSA TLAXCOAPAN,MAZ,Mexico,Raw Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1955,"Ma'anshan Yanxu Packaging Technology Co., Ltd","Ma'anshan Yanxu Packaging Technology Co., Ltd",APAC,,Packaging Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1956,Macresac,ARMANDO ALVAREZ SA,EUR,Spain,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1957,Maderera Los Robles,Maderera Los Robles,MAZ,Peru,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1958,Maderera Villasol,Maderera Villasol,MAZ,Peru,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1959,Mainfrucht,Mainfrucht,EUR,Germany,Raw Materials,DIRECT,Applicable,Approved but Inactive,0,0,0,0,1,2026
sa-1960,Maizecor (Frontier),Maizecor (Frontier),EUR,United Kingdom,Raw Materials,DIRECT,Applicable,Not Approved,0,0,0,0,1,2026
sa-1961,Major Keg Ningbo Master International,Major Keg Ningbo Master International,SAZ,China,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1962,Malpack Ltd,Altor Fund Manager AB,NAZ,Canada,Packaging Materials,DIRECT,Applicable,Approved,1,0,0,0,0,2026
sa-1963,Malt Guangxi Juxin,Malt Guangxi Juxin,APAC,China,Raw Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
sa-1964,Malt Jiangsu Xinlei- Taizhou,Malt Jiangsu Xinlei- Taizhou,APAC,China,Raw Materials,DIRECT,Applicable,Approved,0,1,0,0,0,2026
