id,supplier,parentSupplier,zone,country,category,scorecard_category,kpiApplicability,conformityPct,missingPo,wrongPo,wrongInvoice,totalInvoices,mismatchCount
ic-2644,"Eficode USA, Inc","Eficode USA, Inc",EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,36,0
ic-2645,Egeon Ingenieurs BV,Egeon Ingenieurs BV,EUR,Belgium,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-2646,Eggert-Zimmerei u.Gerüstbau GmbH,Eggert-Zimmerei u.Gerüstbau GmbH,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,25,0
ic-2647,Egon Zehnder International (Schweiz,Egon Zehnder International (Schweiz,EUR,GHQ CH,PEOPLE,BST,Applicable,1.000000,0,0,0,2,0
ic-2648,Ehrhardt + Partner GmbH & Co. KG,i-Log Beteiligungsgesellschaft mbH,EUR,Belgium,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,4,0
ic-2649,Ehrhardt + Partner GmbH & Co. KG,i-Log Beteiligungsgesellschaft mbH,EUR,Germany,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,25,0
ic-2650,Eichamt Bremen,Eichamt des Landes Bremen,EUR,Germany,FEES,BST,Applicable,1.000000,0,0,0,7,0
ic-2651,Eichler GmbH,AVECO Holding Aktiengesellschaft,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,47,0
ic-2652,Elacin International BV,CORELY,EUR,Belgium,LOGISTICS SUPPORT,LOGISTICS,Applicable,1.000000,0,0,0,3,0
ic-2653,Elco Burners B.V.,Ariston Holding N.V.,EUR,Netherlands,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,5,0
ic-2654,Electrabel SA,ENGIE,EUR,Belgium,ENERGY & FLUIDS,DIRECT,Applicable,1.000000,0,0,0,323,0
ic-2655,Electrabel SA,ENGIE,EUR,GHQ BE,ENERGY & FLUIDS,DIRECT,Applicable,1.000000,0,0,0,2,0
ic-2656,Electricity North West Const & Main,NORTH WEST ELECTRICITY NETWORKS (JERSEY) LIMITED,EUR,United Kingdom,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,15,0
ic-2657,Electro-natie,Electro-natie,EUR,Belgium,ENERGY & FLUIDS,DIRECT,Applicable,1.000000,0,0,0,1,0
ic-2658,Elegast Afdichtingen BV,Elegast International,EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,11,0
ic-2659,Elektro Eggers GmbH,VOLO INVESTCO LIMITED,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,6,0
ic-2660,Elektro Grabar,Elektro Grabar,EUR,Germany,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-2661,Elektro Mathias Koch,Elektro Mathias Koch,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,14,0
ic-2662,Elektro Westo oHG,Elektro Westo oHG,EUR,Germany,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,2,0
ic-2663,Elektro Winkelmann GmbH,Elektro Winkelmann GmbH,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,4,0
ic-2664,Elektro-Anlagen Scheidler & Behnke,Elektro-Anlagen Scheidler & Behnke,EUR,Germany,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,4,0
ic-2665,Elektrotechnik Eimers GmbH,Elektrotechnik Eimers GmbH,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,1,0
ic-2666,Element Materials Technology,CKI UK CO 6,EUR,United Kingdom,ENERGY & FLUIDS,DIRECT,Applicable,1.000000,0,0,0,130,0
ic-2667,Element61,Companionco Be,EUR,GHQ BE,FEES,BST,Applicable,1.000000,0,0,0,1,0
ic-2668,Elitetele.com PLC trading as Elite,NTG Bidco Limited,EUR,United Kingdom,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,4,0
ic-2669,Elke Lampertsdörfer – Gärtnerei,Elke Lampertsdörfer – Gärtnerei,EUR,Germany,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-2670,Elotec TDZ  GmbH & Co.KG,ELOTEC TDZ,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,14,0
ic-2671,Els Belgium,Els Belgium,EUR,Belgium,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,1,0
ic-2672,Els Belgium,Els Belgium,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,1,0
ic-2673,Elvira Apotheke,Elvira Apotheke Semir Celikovic e.K.,EUR,Germany,PEOPLE,BST,Applicable,1.000000,0,0,0,1,0
ic-2674,Embassy Freight Services Europe,Depa Holding,EUR,GHQ BE,TRANSPORT,LOGISTICS,Applicable,1.000000,0,0,0,160,0
ic-2675,Embassy of the Kingdom of Belgium i,Embassy of the Kingdom of Belgium i,EUR,Ukraine,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-2676,"Embrace Mobile, Inc","Embrace Mobile, Inc",EUR,GHQ CH,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,1,0
ic-2677,Emerson Process Management GmbH & C,Emerson Electric Co.,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,35,0
ic-2678,Emerson Process Management Limited,Emerson Electric Co.,EUR,United Kingdom,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,26,0
ic-2679,Emhart Glass SA,Bucher Industries AG,EUR,GHQ BE,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,6,0
ic-2680,Emir Hasham Limited,Emir Hasham Limited,EUR,United Kingdom,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,10,0
ic-2681,Emplifi Czech Republic a.s.,Emplifi Czech Republic a.s.,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,2,0
ic-2682,EnA Soft,ENA SOFT,EUR,Belgium,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,7,0
ic-2683,Encryption Consulting LLC,ENCRYPTION CONSULTING LLC,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,1,0
ic-2684,Endress & Hauser Ltd,Endress+Hauser AG,EUR,United Kingdom,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,31,0
ic-2685,Endress+Hauser (Deutschland) GmbH+C,Endress+Hauser AG,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,17,0
ic-2686,Endress+Hauser SA,Endress+Hauser AG,EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,302,0
ic-2687,Endress+Hauser SA,Endress+Hauser AG,EUR,GHQ BE,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,16,0
ic-2688,Endress+Hauser SA,Endress+Hauser AG,EUR,Luxembourg,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,17,0
ic-2689,Eneco Energy Trade B.V.,MITSUBISHI CORPORATION,EUR,United Kingdom,ENERGY & FLUIDS,DIRECT,Applicable,1.000000,0,0,0,112,0
ic-2690,Eneco Zakelijk b.v.,MITSUBISHI CORPORATION,EUR,Netherlands,ENERGY & FLUIDS,DIRECT,Applicable,1.000000,0,0,0,66,0
ic-2691,Energie onder Controle SME,Energie onder Controle SME,EUR,GHQ BE,SERVICES,BST,Applicable,1.000000,0,0,0,1,0
ic-2692,EnergieDirect GmbH & Co.KG,DCC PUBLIC LIMITED COMPANY,EUR,Germany,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-2693,Energy LED Ltd,Energy LED Ltd,EUR,United Kingdom,ENERGY & FLUIDS,DIRECT,Applicable,1.000000,0,0,0,19,0
ic-2694,EnergyVision NV,MDM Holding,EUR,Belgium,OFFICE UTILITIES,BST,Applicable,1.000000,0,0,0,18,0
ic-2695,Entelec Service s.a.,ENTELEC SERVICE,EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,12,0
ic-2696,Enteron Tecnologia da Informacao Lt,ENTERON TECNOLOGIA DA INFORMACAO,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,578,0
ic-2697,Entertainment Marketing Group Limit,ENTERTAINMENT MARKETING GROUP LIMITED,EUR,United Kingdom,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,3,0
ic-2698,Envirogen Water Technologies Ltd,GECOS - GENERALE DI COMMERCIO E SERVIZI SPA,EUR,United Kingdom,OTHER AUXILIARIES,DIRECT,Applicable,1.000000,0,0,0,6,0
ic-2699,Envirologic AB,Envirologic AB,EUR,GHQ BE,MALT,DIRECT,Applicable,1.000000,0,0,0,1,0
ic-2700,Epassi UK Limited,Epassi UK Limited,EUR,United Kingdom,PEOPLE,BST,Applicable,1.000000,0,0,0,28,0
ic-2701,Epic Partners SA,Epic Partners SA,EUR,Belgium,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,11,0
ic-2702,Epignosis LLC,Epignosis LLC,EUR,GHQ CH,PEOPLE,BST,Applicable,1.000000,0,0,0,2,0
ic-2703,Epoch Design,WRITTLE HOLDINGS LIMITED,EUR,GHQ BE,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-2704,Epoch Design,WRITTLE HOLDINGS LIMITED,EUR,Italy,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-2705,Epoch Design,WRITTLE HOLDINGS LIMITED,EUR,United Kingdom,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,2,0
ic-2706,Eppendorf Belgium NV/SA,ACEG Familiengesellschaft mbH & Co. KG,EUR,GHQ BE,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,1,0
ic-2707,"Erbeng. Mayr, Mainz, Wiezzorek-Scha","Erbeng. Mayr, Mainz, Wiezzorek-Scha",EUR,Germany,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-2708,Erbengemeinschaft Erika Haase,Erbengemeinschaft Erika Haase,EUR,Germany,LEASES AND RENTALS,BST,Applicable,1.000000,0,0,0,20,0
ic-2709,Erbengemeinschaft Ruhland/Richter,LOTHAR RÃHLAND UND HORST - MARTIN RÃHLAND,EUR,Germany,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-2710,Erenja AG & Co. KG,Wasser Und Gas Westfalen Gmbh & Co. Holding Kg,EUR,Germany,OFFICE UTILITIES,BST,Applicable,1.000000,0,0,0,52,0
ic-2711,Erfrischungs-Getränke Union Kulmbac,Schörghuber Stiftung & Co. Holding KG,EUR,Germany,FINISHED PRODUCTS,DIRECT,Applicable,1.000000,0,0,0,1,0
ic-2712,ErgoPack Deutschland GmbH,Carl Bennet AB,EUR,Belgium,LEASES AND RENTALS,BST,Applicable,1.000000,0,0,0,4,0
ic-2713,Erico Pallets Limited,Erico Scandinavia AB,EUR,United Kingdom,PALLETS,DIRECT,Applicable,1.000000,0,0,0,44,0
ic-2714,Eriks Belgique,Lone Star Capital Investments S.à r.l.,EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,1437,0
ic-2715,Eriks Belgique,Lone Star Capital Investments S.à r.l.,EUR,GHQ BE,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,11,0
ic-2716,Eriks Industrial Services Ltd,SHV HOLDINGS,EUR,United Kingdom,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,3,0
ic-2717,Ernst & Young,ERNST & YOUNG,EUR,GHQ BE,FEES,BST,Applicable,1.000000,0,0,0,4,0
ic-2718,Ernst & Young,Ernst & Young,EUR,Ireland,FEES,BST,Applicable,1.000000,0,0,0,2,0
ic-2719,Ernst & Young,Ey Partnership P/S,EUR,Denmark,FEES,BST,Applicable,1.000000,0,0,0,1,0
ic-2720,Ernst & Young LLP,ERNST & YOUNG,EUR,GHQ BE,FEES,BST,Applicable,1.000000,0,0,0,19,0
ic-2721,Ernst & Young LLP,ERNST & YOUNG,EUR,United Kingdom,FEES,BST,Applicable,1.000000,0,0,0,4,0
ic-2722,Ernst & Young LLP,ERNST & YOUNG ASSOCIATES LLP,EUR,Belgium,FEES,BST,Applicable,1.000000,0,0,0,1,0
ic-2723,Ernst & Young LLP,ERNST & YOUNG ASSOCIATES LLP,EUR,GHQ BE,FEES,BST,Applicable,1.000000,0,0,0,10,0
ic-2724,Ernst & Young LLP,ERNST & YOUNG GLOBAL LIMITED,EUR,GHQ BE,FEES,BST,Applicable,1.000000,0,0,0,4,0
ic-2725,Ernst & Young LLP,ERNST & YOUNG GLOBAL LIMITED,EUR,GHQ CH,FEES,BST,Applicable,1.000000,0,0,0,1,0
ic-2726,Ernst & Young LLP,ERNST & YOUNG LLP,EUR,Belgium,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,4,0
ic-2727,Ernst & Young LLP,ERNST & YOUNG LLP,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,15,0
ic-2728,Ernst & Young Steuerberatungsgesell,Ernst & Young Steuerberatungsgesell,EUR,Austria,FEES,BST,Applicable,1.000000,0,0,0,7,0
ic-2729,Ernst & Young Tax Advisory Services,ERNST & YOUNG LLP,EUR,GHQ BE,FEES,BST,Applicable,1.000000,0,0,0,25,0
ic-2730,Ernst & Young Tax Consultants,EY Europe,EUR,Belgium,FEES,BST,Applicable,1.000000,0,0,0,3,0
ic-2731,Ernst & Young Tax Consultants,EY Europe,EUR,GHQ BE,FEES,BST,Applicable,1.000000,0,0,0,4,0
ic-2732,Ernst & Young spółka z ograniczoną,ERNST & YOUNG USŁUGI FINANSOWE AUDYT SP Z O O,EUR,Poland,FEES,BST,Applicable,1.000000,0,0,0,1,0
ic-2733,Ernst Boettger GmbH,Ernst Boettger GmbH,EUR,Germany,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,13,0
ic-2734,Ernst Schulz GmbH i.G.,Azetylenwerk Ernst Schulz GmbH,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,1,0
ic-2735,Ernst and Young AG,EY Europe,EUR,GHQ CH,FEES,BST,Applicable,1.000000,0,0,0,8,0
ic-2736,Escrow4all,Escrow4all Holding B.V.,EUR,Belgium,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,3,0
ic-2737,Esko-Graphics,DANAHER,EUR,Belgium,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,1,0
ic-2738,"Estrella & Tupete, Abogados","Estrella & Tupete, Abogados",EUR,GHQ CH,LEGAL,BST,Applicable,1.000000,0,0,0,1,0
ic-2739,Etablissements Novella Haiti,Etablissements Novella Haiti,EUR,Belgium,OTHER RAW MATERIALS,DIRECT,Applicable,1.000000,0,0,0,5,0
ic-2740,Ets Chimiques Cloquette Sprl,Radec Grouting Products,EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,22,0
ic-2741,Eugen Heiden,Eugen Heiden,EUR,Germany,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,7,0
ic-2742,Eugen Scalabrin Receycling GmbH,Eugen Scalabrin Receycling GmbH,EUR,Germany,CO-PRODUCTS,DIRECT,Applicable,1.000000,0,0,0,62,0
ic-2743,Euler Hermes Forderungsmanagement,EULER HERMES DEUTSCHLAND,EUR,Germany,LEGAL,BST,Applicable,1.000000,0,0,0,17,0
ic-2744,Euroclear Belgium,Euroclear Belgium,EUR,GHQ BE,FEES,BST,Applicable,1.000000,0,0,0,10,0
ic-2745,Eurodrink,Eurodrink,EUR,Belgium,LOGISTICS SUPPORT,LOGISTICS,Applicable,1.000000,0,0,0,1,0
ic-2746,Eurodrink,Eurodrink,EUR,Switzerland,LOGISTICS SUPPORT,LOGISTICS,Applicable,1.000000,0,0,0,75,0
ic-2747,Eurofins Euraceta sa,Eurofins Euraceta sa,EUR,Belgium,SERVICES,BST,Applicable,1.000000,0,0,0,28,0
ic-2748,Eurofins Food Testing Belgium,EUROFINS SCIENTIFIC SE,EUR,Belgium,SERVICES,BST,Applicable,1.000000,0,0,0,2,0
ic-2749,Eurofins Food Testing Belgium,EUROFINS SCIENTIFIC SE,EUR,GHQ BE,SERVICES,BST,Applicable,1.000000,0,0,0,9,0
ic-2750,Eurofins Technology Service (Suzhou,EUROFINS SCIENTIFIC SE,EUR,GHQ BE,SERVICES,BST,Applicable,1.000000,0,0,0,2,0
ic-2751,Eurofins WEJ Contaminants GmbH,EUROFINS SCIENTIFIC SE,EUR,Belgium,SERVICES,BST,Applicable,1.000000,0,0,0,5,0
ic-2752,Eurofins WEJ Contaminants GmbH,EUROFINS SCIENTIFIC SE,EUR,GHQ BE,SERVICES,BST,Applicable,1.000000,0,0,0,12,0
ic-2753,Eurofins WEJ Contaminants GmbH,EUROFINS SCIENTIFIC SE,EUR,Germany,SERVICES,BST,Applicable,1.000000,0,0,0,1,0
ic-2754,Euroflow GmbH,Euroflow GmbH,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,3,0
ic-2755,Euroglas De Landtsheer NV,HERA COMPAGNIE,EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,1,0
ic-2756,Euromonitor International Ltd,EUROMONITOR HOLDINGS LIMITED,EUR,GHQ BE,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,3,0
ic-2757,European Business Summit,Mybooks,EUR,Belgium,INSTITUTIONAL,BST,Applicable,1.000000,0,0,0,6,0
ic-2758,European Business Summit,Mybooks,EUR,GHQ BE,INSTITUTIONAL,BST,Applicable,1.000000,0,0,0,7,0
ic-2759,European Instruments,ROWANT LTD,EUR,United Kingdom,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,14,0
ic-2760,Eusoft Ltd,EUSOFT SRL,EUR,United Kingdom,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,1,0
ic-2761,Ev-Maria Köhler,Ev-Maria Köhler,EUR,Germany,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-2762,Eva Nehlsen,Eva Nehlsen,EUR,Germany,LEASES AND RENTALS,BST,Applicable,1.000000,0,0,0,20,0
ic-2763,Evaluative Criteria Inc.,"Crg Global, Inc.",EUR,GHQ BE,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,4,0
ic-2764,Evalueserve AG,Evalueserve Holdings AG,EUR,GHQ BE,SERVICES,BST,Applicable,1.000000,0,0,0,3,0
ic-2765,Event Fuel Ltd,Event Fuel Ltd,EUR,Ireland,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,10,0
ic-2766,Event Lab FZ LLC,Event Lab FZ LLC,EUR,GHQ BE,PEOPLE,BST,Applicable,1.000000,0,0,0,3,0
ic-2767,Event Masters,Event Masters,EUR,Belgium,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,50,0
ic-2768,Event Masters,Event Masters,EUR,GHQ BE,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-2769,Event Transporte Spachmüller,Event Transporte Spachmüller,EUR,Germany,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,12,0
ic-2770,Eventscapemanila Inc.,Eventscapemanila Inc.,EUR,GHQ CH,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,4,0
ic-2771,Eventservice Besser,Eventservice Besser,EUR,Germany,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,190,0
ic-2772,Everis USA Inc,NTT DATA,EUR,GHQ CH,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,27,0
ic-2773,Everton Football Club,Everton Football Club,EUR,United Kingdom,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,3,0
ic-2774,Everyone Content Ltd,Everyone Content Ltd,EUR,United Kingdom,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-2775,Evident Europe GmbH,Olympus Corporation,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,1,0
ic-2776,"Evolve Partners, LLC","Evolve Partners, LLC",EUR,GHQ CH,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,5,0
ic-2777,Ewers Karosserie-und,Ewers Karosserie-und,EUR,Germany,BEER DISPENSE MATERIALS,COMMERCIAL,Applicable,1.000000,0,0,0,11,0
ic-2778,Exactera LLC,Exactera LLC,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,2,0
ic-2779,"Exiger Canada, Inc.",EXIGER LIMITED,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,4,0
ic-2780,Expanding Circle Ltd (Altruistiq),Expanding Circle Ltd (Altruistiq),EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,1,0
ic-2781,Expeditors,"Expeditors International of Washington, Inc.",EUR,Belgium,TRANSPORT,LOGISTICS,Applicable,1.000000,0,0,0,246,0
ic-2782,Expeditors International,"Expeditors International of Washington, Inc.",EUR,Germany,TRANSPORT,LOGISTICS,Applicable,1.000000,0,0,0,9,0
ic-2783,Expeditors International France SAS,"Expeditors International of Washington, Inc.",EUR,France,TRANSPORT,LOGISTICS,Applicable,1.000000,0,0,0,347,0
ic-2784,Expeditors International Norway AS,Expeditors International Norway AS,EUR,Norway,TRANSPORT,LOGISTICS,Applicable,1.000000,0,0,0,309,0
ic-2785,Expeditors Speditions GmbH,Expeditors Speditions GmbH,EUR,Austria,TRANSPORT,LOGISTICS,Applicable,1.000000,0,0,0,3,0
ic-2786,Expereo,Los Pempa Agroganadera S.A.,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,17,0
ic-2787,Experience Club US,Experience Club US,EUR,GHQ CH,INSTITUTIONAL,BST,Applicable,1.000000,0,0,0,1,0
ic-2788,Experience Point Inc.,Experiencepoint Inc.,EUR,Belgium,PEOPLE,BST,Applicable,1.000000,0,0,0,4,0
ic-2789,Experience is Everything Ltd,Experience is Everything Ltd,EUR,GHQ BE,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-2790,Explore Change,Explore Change,EUR,United Kingdom,PEOPLE,BST,Applicable,1.000000,0,0,0,6,0
ic-2791,Exponent International Limited,Exponent International Limited,EUR,GHQ BE,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,36,0
ic-2792,Eyckmans,Eyckmans,EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,39,0
ic-2793,Eye See,Eyesee,EUR,Belgium,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,3,0
ic-2794,Eye See,Eyesee,EUR,France,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,2,0
ic-2795,EyeQuestion Software (Logic8 B.V.),Constellation Netherlands Holdings 2 Coöperatief U.A.,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,2,0
ic-2796,F+S KAELTE-KLIMATECHNIK GmbH,F & S Kälte - Klimatechnik GmbH,EUR,Germany,LOGISTICS SUPPORT,LOGISTICS,Applicable,1.000000,0,0,0,13,0
ic-2797,F. A. SCHMITZ GMBH & CO KG,F. A. SCHMITZ GMBH & CO KG,EUR,Germany,FINISHED PRODUCTS,DIRECT,Applicable,1.000000,0,0,0,75,0
ic-2798,F.C. van Dornick GmbH,F.C. van Dornick GmbH,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,3,0
ic-2799,F.C.V. DENDER E.H.,F.C.V. DENDER E.H.,EUR,Belgium,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-2800,F.Kleinbongartz GmbH & Co.KG,F.Kleinbongartz GmbH & Co.KG,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,8,0
ic-2801,F.S.L MANAGEMENT LTD,F.S.L MANAGEMENT LTD,EUR,United Kingdom,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,17,0
ic-2802,F50 League GB Ltd,F50 League GB Ltd,EUR,United Kingdom,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-2803,FA TH. JETTEN CENTRALE VERWARMING,FA TH. JETTEN CENTRALE VERWARMING,EUR,Netherlands,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,4,0
ic-2804,FA. ALFRED GRUBER GMBH & CO KG,FA. ALFRED GRUBER GMBH & CO KG,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,1,0
ic-2805,FABER INSTALLATIETECHNIEK BV,Stichting Administratiekantoor TRD Vastgoed,EUR,Netherlands,SERVICES,BST,Applicable,1.000000,0,0,0,31,0
ic-2806,FABWICK,FABWICK,EUR,United Kingdom,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-2807,"FACTIVA LIMITED,A DOW JONE COMPANY",News Corporation,EUR,GHQ BE,INSTITUTIONAL,BST,Applicable,1.000000,0,0,0,6,0
ic-2808,FACULTY CLUB,FACULTY CLUB,EUR,Belgium,INSTITUTIONAL,BST,Applicable,1.000000,0,0,0,1,0
ic-2809,FAGG,FAGG,EUR,GHQ BE,FEES,BST,Applicable,1.000000,0,0,0,1,0
ic-2810,FAGNES BEERS,Financiere Couvigest,EUR,Belgium,FINISHED PRODUCTS,DIRECT,Applicable,1.000000,0,0,0,5,0
ic-2811,"FAILLA, LIMA e RIVA SOCIEDADE","FAILLA, LIMA e RIVA SOCIEDADE",EUR,GHQ BE,LEGAL,BST,Applicable,1.000000,0,0,0,2,0
ic-2812,FAIRPLAY GASTRONOMIEBETRIEBS GmbH,FAIRPLAY GASTRONOMIEBETRIEBS GmbH,EUR,Austria,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-2813,FALCONI CONSULTORES S.A.,FALCONI PARTICIPACOES SA,EUR,GHQ BE,INSTITUTIONAL,BST,Applicable,1.000000,0,0,0,18,0
ic-2814,FANION Limited,FANION Limited,EUR,United Kingdom,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,6,0
ic-2815,FANUC BENELUX BV,FANUC CORPORATION,EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,7,0
ic-2816,FANUC BENELUX BV,FANUC CORPORATION,EUR,Netherlands,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,6,0
ic-2817,FARMERS WIFE,FARMERS WIFE,EUR,United Kingdom,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,3,0
ic-2818,FARNELL ELECTRONIC COMPONENTS,"Avnet, Inc.",EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,1,0
ic-2819,"FAST AND RELIABLE ASESORES, S.L.","FAST AND RELIABLE ASESORES, S.L.",EUR,Spain,LEGAL,BST,Applicable,1.000000,0,0,0,23,0
ic-2820,FAVV,FAVV,EUR,GHQ BE,LEASES AND RENTALS,BST,Applicable,1.000000,0,0,0,1,0
ic-2821,FC Hyperautomation Consultoria LTDA,FC Hyperautomation Consultoria LTDA,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,7,0
ic-2822,FC MEDIA,FC MEDIA,EUR,GHQ BE,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-2823,FCB CHICAGO,FCB,EUR,GHQ CH,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,5,0
ic-2824,FED NED LEVENSMIDDELEN INDUSTRIE,FED NED LEVENSMIDDELEN INDUSTRIE,EUR,Netherlands,INSTITUTIONAL,BST,Applicable,1.000000,0,0,0,2,0
ic-2825,FED. HORECA VLAANDEREN,FED. HORECA VLAANDEREN,EUR,Belgium,INSTITUTIONAL,BST,Applicable,1.000000,0,0,0,2,0
ic-2826,FEDERAL EXPRESS,FedEx Corporation,EUR,Belgium,OFFICE UTILITIES,BST,Applicable,1.000000,0,0,0,171,0
