id,supplier,parentSupplier,zone,country,category,scorecard_category,kpiApplicability,conformityPct,missingPo,wrongPo,wrongInvoice,totalInvoices,mismatchCount
ic-4051,IOTB LIMITED,IOTB LIMITED,EUR,United Kingdom,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-4052,IPG Belgium SCRL,"The Interpublic Group of Companies, Inc.",EUR,Belgium,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,11,0
ic-4053,IPG Belgium SCRL,"The Interpublic Group of Companies, Inc.",EUR,GHQ BE,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-4054,IPG DXTRA (France) SAS,"The Interpublic Group of Companies, Inc.",EUR,France,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-4055,IPG DXTRA (Germany) GmbH,"The Interpublic Group of Companies, Inc.",EUR,GHQ BE,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,18,0
ic-4056,IPG INCREMENTO DE PRODUCTIVIDAD GLO,IPG INCREMENTO DE PRODUCTIVIDAD GLOBAL,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,12,0
ic-4057,"IPN GmbH, Institut für Prävention u","IPN GmbH, Institut für Prävention u",EUR,Germany,PEOPLE,BST,Applicable,1.000000,0,0,0,1,0
ic-4058,IPP GmbH,Faber Group B.V.,EUR,Germany,PALLETS,DIRECT,Applicable,1.000000,0,0,0,76,0
ic-4059,IPR-Insights International Zrt.,IPR-Insights International Zrt.,EUR,GHQ BE,SERVICES,BST,Applicable,1.000000,0,0,0,1,0
ic-4060,IPS Belgium s.a.,GROUP - IPS,EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,2,0
ic-4061,IPSOS BRASIL PESQUISAS DE MERCADO L,IPSOS,EUR,GHQ BE,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,8,0
ic-4062,IPSOS BRASIL PESQUISAS DE MERCADO L,IPSOS,EUR,GHQ CH,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-4063,IPSOS CHINA,IPSOS,EUR,GHQ BE,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,3,0
ic-4064,IPV,IPV,EUR,Belgium,PEOPLE,BST,Applicable,1.000000,0,0,0,1,0
ic-4065,IPV data BV,IPV data holding B.V.,EUR,Belgium,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,2,0
ic-4066,IPV data BV,IPV data holding B.V.,EUR,Netherlands,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-4067,IREKS GmbH,J. Ruckdeschel & Söhne GmbH & Co. KG,EUR,Germany,MALT,DIRECT,Applicable,1.000000,0,0,0,2,0
ic-4068,IRI NEDERLAND,"Circana, LLC",EUR,Netherlands,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,3,0
ic-4069,IRSM SA,IRSM SA,EUR,Luxembourg,PEOPLE,BST,Applicable,1.000000,0,0,0,4,0
ic-4070,IRW Industrieservice und Reinigung,LIXER Beteiligungs GmbH,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,29,0
ic-4071,ISABEL,ISABEL,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,32,0
ic-4072,IT/2 Treasury Solutions Limited,Wall Street Systems Sweden AB,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,3,0
ic-4073,ITC,Industrial International Tire Company,EUR,Belgium,LOGISTICS SUPPORT,LOGISTICS,Applicable,1.000000,0,0,0,16,0
ic-4074,ITC,Industrial International Tire Company,EUR,Netherlands,LOGISTICS SUPPORT,LOGISTICS,Applicable,1.000000,0,0,0,2,0
ic-4075,ITC Infotech Limited,ITC LIMITED,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,223,0
ic-4076,ITES GmbH,ITES GmbH,EUR,Germany,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-4077,ITG Doden KG,ITG Doden KG,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,169,0
ic-4078,ITG Süd KG,ITG Süd KG,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,56,0
ic-4079,ITL-Fahrzeugbau GmbH,ITL-Fahrzeugbau GmbH,EUR,Germany,LOGISTICS SUPPORT,LOGISTICS,Applicable,1.000000,0,0,0,8,0
ic-4080,ITP ISOLIERTECHNIK HELGE PENTZLIN G,ITP ISOLIERTECHNIK HELGE PENTZLIN G,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,17,0
ic-4081,ITSME,STICHTING ADMINISTRATIEKANTOOR ITSME,EUR,Netherlands,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,397,0
ic-4082,IU Internationale Hochschule GmbH,IU Group,EUR,Germany,PEOPLE,BST,Applicable,1.000000,0,0,0,3,0
ic-4083,IUL Instruments GmbH,IUL Instruments GmbH,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,2,0
ic-4084,IUL-Instruments GmbH,IUL-Instruments GmbH,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,4,0
ic-4085,IW Zuid & Midden Leren & Werken,IW Zuid & Midden Leren & Werken,EUR,Netherlands,PEOPLE,BST,Applicable,1.000000,0,0,0,3,0
ic-4086,IWAKI BELGIUM NV,IWAKI BELGIUM NV,EUR,Luxembourg,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,1,0
ic-4087,IWSR - System Three Communication,SELTZER (TOPCO) LIMITED,EUR,GHQ BE,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,6,0
ic-4088,IWW Rhein-Westfaelisches Institut,GAGO PRODUCCIONES S.R.L.,EUR,Germany,SERVICES,BST,Applicable,1.000000,0,0,0,33,0
ic-4089,Ibec Clg,Ibec Clg,EUR,Ireland,INSTITUTIONAL,BST,Applicable,1.000000,0,0,0,4,0
ic-4090,Icertis Inc.,Icertis Inc.,EUR,Belgium,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,3,0
ic-4091,Icertis Inc.,Icertis Inc.,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,2,0
ic-4092,Icertis Inc.,Icertis Inc.,EUR,GHQ CH,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,2,0
ic-4093,Icertis Inc.,Icertis Inc.,EUR,United Kingdom,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,11,0
ic-4094,Identity Agency Group,Identity Agency Group,EUR,United Kingdom,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-4095,Idle Productions Ltd,Idle Productions Ltd,EUR,United Kingdom,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,13,0
ic-4096,If Vahinkovakuutus,If Vahinkovakuutus,EUR,Finland,FEES,BST,Applicable,1.000000,0,0,0,1,0
ic-4097,Ifm Electronics Ltd,Martin Franz Buck-Stiftung,EUR,United Kingdom,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,95,0
ic-4098,Iglu-Dorf GmbH,Iglu-Dorf GmbH,EUR,Switzerland,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,3,0
ic-4099,Igor Trickovic Getränke GmbH,Igor Trickovic Getränke GmbH,EUR,Austria,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,2,0
ic-4100,Illen Kauppa Oy,Illen Kauppa Oy,EUR,Finland,FINISHED PRODUCTS,DIRECT,Applicable,1.000000,0,0,0,1,0
ic-4101,Imerys Diatomite St Bauzile & Riom,CHEMVIRON CARBON,EUR,Germany,OTHER AUXILIARIES,DIRECT,Applicable,1.000000,0,0,0,13,0
ic-4102,Imerys Minerals International Sales,GROUPE BRUXELLES LAMBERT,EUR,Belgium,OTHER AUXILIARIES,DIRECT,Applicable,1.000000,0,0,0,62,0
ic-4103,Immobilien Freistaat Bayern vertr.,BUNDESLAND BAYERN,EUR,Germany,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,2,0
ic-4104,Imo pesquisas de mercado ltda,Imo pesquisas de mercado ltda,EUR,GHQ BE,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-4105,Impact Foundry,Impact Foundry,EUR,GHQ BE,FEES,BST,Applicable,1.000000,0,0,0,5,0
ic-4106,Impact Negotiation Group BV,Impact Negotiation Group BV,EUR,Belgium,PEOPLE,BST,Applicable,1.000000,0,0,0,12,0
ic-4107,Impact Negotiation Group BV,Impact Negotiation Group BV,EUR,France,PEOPLE,BST,Applicable,1.000000,0,0,0,4,0
ic-4108,Impact Negotiation Group BV,Impact Negotiation Group BV,EUR,Germany,PEOPLE,BST,Applicable,1.000000,0,0,0,2,0
ic-4109,Impact Negotiation Group BV,Impact Negotiation Group BV,EUR,Netherlands,PEOPLE,BST,Applicable,1.000000,0,0,0,1,0
ic-4110,Impaqt NV,Impaqt,EUR,Belgium,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,3,0
ic-4111,Impossible Inc.,Impossible Inc.,EUR,GHQ CH,INSTITUTIONAL,BST,Applicable,1.000000,0,0,0,1,0
ic-4112,In Concrete,In Concrete,EUR,Belgium,FINISHED PRODUCTS,DIRECT,Applicable,1.000000,0,0,0,1,0
ic-4113,In-Store Marketing Denmark,Hallqvist Ab,EUR,Denmark,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,4,0
ic-4114,InOne,inONE Holding B.V.,EUR,Netherlands,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,19,0
ic-4115,InXpress South Africa (Pty) Ltd,InXpress South Africa (Pty) Ltd,EUR,GHQ BE,LOGISTICS SUPPORT,LOGISTICS,Applicable,1.000000,0,0,0,64,0
ic-4116,Ina Bauer,Ina Bauer,EUR,Germany,LEASES AND RENTALS,BST,Applicable,1.000000,0,0,0,16,0
ic-4117,Incognia Tecnologia da Informacao L,Incognia Tecnologia da Informacao L,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,3,0
ic-4118,Incognia US Inc,Incognia US Inc,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,1,0
ic-4119,Inconsilium,4M Beheer B.V.,EUR,Netherlands,PEOPLE,BST,Applicable,1.000000,0,0,0,1,0
ic-4120,Indaco groep,Indaco Holding B.V.,EUR,Netherlands,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,15,0
ic-4121,Indeed Ireland Operations Ltd.,Indeed Ireland Operations Ltd.,EUR,Belgium,PEOPLE,BST,Applicable,1.000000,0,0,0,21,0
ic-4122,Indelpro bvba,Indelpro bvba,EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,1,0
ic-4123,IndusFilter BVBA,IndusFilter BVBA,EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,2,0
ic-4124,Industrial Boiler House Supplies Lt,Industrial Boiler House Supplies Lt,EUR,United Kingdom,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,15,0
ic-4125,Industrial Door Services Ltd,INDUSTRIAL DOOR HOLDINGS LTD,EUR,United Kingdom,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,1,0
ic-4126,Industrial Physics Beverage,Industrial Physics Beverage,EUR,United Kingdom,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,1,0
ic-4127,Industrial Trading Solutions Ltd,Industrial Trading Solutions Ltd,EUR,United Kingdom,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,30,0
ic-4128,Industrie- u. Handelskammer,INDUSTRIE- UND HANDELSKAMMER MAGDEBURG,EUR,Germany,INSTITUTIONAL,BST,Applicable,1.000000,0,0,0,32,0
ic-4129,Industrie-und Handelskammer,Industrie- und Handelskammer für München und Oberbayern,EUR,Germany,INSTITUTIONAL,BST,Applicable,1.000000,0,0,0,27,0
ic-4130,Industry and Parliament Trust,INDUSTRY & PARLIAMENT TRUST,EUR,United Kingdom,INSTITUTIONAL,BST,Applicable,1.000000,0,0,0,1,0
ic-4131,Induvido BV,Induvido BV,EUR,Belgium,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-4132,Induvido BV,Induvido BV,EUR,Netherlands,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,4,0
ic-4133,Inepro pay,NAYAX LTD,EUR,Belgium,PEOPLE,BST,Applicable,1.000000,0,0,0,11,0
ic-4134,Infiniti Research Ltd.,INFINITI RESEARCH LTD,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,203,0
ic-4135,Infios U.K. Ltd,KÖRBER-STIFTUNG,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,38,0
ic-4136,Infisical Inc.,Infisical Inc.,EUR,GHQ CH,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,1,0
ic-4137,"Influencers, Inc.","Influencers, Inc.",EUR,GHQ BE,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,6,0
ic-4138,Infor (Belgium) NV,"Koch, Inc.",EUR,Belgium,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,1,0
ic-4139,Informa Events (Europe) Limited,ASCENTIAL,EUR,Belgium,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,5,0
ic-4140,Informa Events (Europe) Limited,ASCENTIAL,EUR,GHQ BE,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,12,0
ic-4141,Information Resources GmbH,"Circana, LLC",EUR,United Kingdom,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,2,0
ic-4142,Ingenieurbuero M.+Th. Rauscher GmbH,Ingenieurbuero M.+Th. Rauscher GmbH,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,2,0
ic-4143,Ingenieurbüro Dr. Knorr GmbH,Ingenieurbüro Dr. Knorr GmbH,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,2,0
ic-4144,Ingenieurbüro Für Kältetechnik,Ingenieurbüro Für Kältetechnik,EUR,Germany,PEOPLE,BST,Applicable,1.000000,0,0,0,1,0
ic-4145,Ingenieurbüro Zammit GmbH,Ingenieurbüro Zammit GmbH,EUR,Germany,FEES,BST,Applicable,1.000000,0,0,0,31,0
ic-4146,Ingenieurbüro f. vorb. Brandschutz,Ingenieurbüro f. vorb. Brandschutz,EUR,Germany,INSTITUTIONAL,BST,Applicable,1.000000,0,0,0,3,0
ic-4147,Ingersoll-Rand Industrial Ireland,Ingersoll Rand Inc.,EUR,Belgium,FINISHED PRODUCTS,DIRECT,Applicable,1.000000,0,0,0,6,0
ic-4148,Innovation Group Belgium,"CEP IV-C LIMITED PARTNER, L.P.",EUR,Belgium,LEASES AND RENTALS,BST,Applicable,1.000000,0,0,0,11,0
ic-4149,Innovation Group Belgium,"CEP IV-C LIMITED PARTNER, L.P.",EUR,Luxembourg,LEASES AND RENTALS,BST,Applicable,1.000000,0,0,0,3,0
ic-4150,Innovation Group Fleet & Mobility G,Allianz SE,EUR,Germany,LEASES AND RENTALS,BST,Applicable,1.000000,0,0,0,204,0
ic-4151,Innovationspark Am Beckerturm GmbH,Braun Holding GmbH,EUR,Germany,LEASES AND RENTALS,BST,Applicable,1.000000,0,0,0,32,0
ic-4152,Innovi B.V.,Innovi B.V.,EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,4,0
ic-4153,Innserve Technical Solutions,Innserve Technical Solutions,EUR,United Kingdom,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,2,0
ic-4154,Inov3 sàrl,Inov3 sÃ rl,EUR,GHQ BE,BEER DISPENSE MATERIALS,COMMERCIAL,Applicable,1.000000,0,0,0,5,0
ic-4155,Inovex,Inovex,EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,13,0
ic-4156,Inoxi BV,INOXI,EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,1,0
ic-4157,Inoxi BV,INOXI,EUR,Netherlands,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,73,0
ic-4158,Inseego Benelux BV,Inseego Corp.,EUR,Netherlands,TRANSPORT,LOGISTICS,Applicable,1.000000,0,0,0,10,0
ic-4159,Insider,Insider,EUR,GHQ CH,INSTITUTIONAL,BST,Applicable,1.000000,0,0,0,1,0
ic-4160,"Insight Direct USA, Inc.","Insight Enterprises, Inc.",EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,55,0
ic-4161,"Insight Direct USA, Inc.","Insight Enterprises, Inc.",EUR,GHQ CH,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,1,0
ic-4162,Insight Technology Solutions Belgiu,"Insight Enterprises, Inc.",EUR,Belgium,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,42,0
ic-4163,Insight Technology Solutions Belgiu,"Insight Enterprises, Inc.",EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,94,0
ic-4164,Insight Technology Solutions Belgiu,"Insight Enterprises, Inc.",EUR,GHQ CH,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,97,0
ic-4165,Insight Technology Solutions Belgiu,"Insight Enterprises, Inc.",EUR,Germany,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,1,0
ic-4166,Insight Technology Solutions Belgiu,"Insight Enterprises, Inc.",EUR,United Kingdom,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,1,0
ic-4167,Insights Learning & Development Ltd,THE INSIGHTS GROUP LIMITED,EUR,Belgium,PEOPLE,BST,Applicable,1.000000,0,0,0,6,0
ic-4168,Insights Learning & Development Ltd,THE INSIGHTS GROUP LIMITED,EUR,GHQ BE,PEOPLE,BST,Applicable,1.000000,0,0,0,1,0
ic-4169,Insights Schweiz AG,Insights Schweiz AG,EUR,GHQ CH,SERVICES,BST,Applicable,1.000000,0,0,0,1,0
ic-4170,Inst. Oenologique de Champagne,Inst. Oenologique de Champagne,EUR,Belgium,OTHER RAW MATERIALS,DIRECT,Applicable,1.000000,0,0,0,42,0
ic-4171,Institut für Law and Economics (ILE,Institut für Law and Economics (ILE,EUR,GHQ CH,FEES,BST,Applicable,1.000000,0,0,0,1,0
ic-4172,Instituto Precisa Ser,INSTITUTO PRECISA SER,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,31,0
ic-4173,Integrated Control Solutions Ltd,CONTROL SYSTEMS HOLDING LIMITED,EUR,United Kingdom,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,9,0
ic-4174,Intel 471 Inc.,INTEL 471 INC.,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,1,0
ic-4175,Inter2Face,INTER2FACE,EUR,Belgium,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,4,0
ic-4176,InterSysTec Brauereibedarf Henkel G,InterSysTec Brauereibedarf Henkel G,EUR,Germany,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,15,0
ic-4177,Interbev As,Interbev As,EUR,Norway,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,6,0
ic-4178,Interflex Datensysteme GmbH,ALLEGION PUBLIC LIMITED COMPANY,EUR,Belgium,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,1,0
ic-4179,Interflex Datensysteme GmbH,ALLEGION PUBLIC LIMITED COMPANY,EUR,Germany,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,18,0
ic-4180,Interflon België Nv,INTERFLON BELGIE,EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,7,0
ic-4181,Interflon Deutschland GmbH,Interflon Beheer B.V.,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,12,0
ic-4182,Interhoublon,Interhoublon,EUR,France,INSTITUTIONAL,BST,Applicable,1.000000,0,0,0,2,0
ic-4183,Interkool Refrigeration,Interkool Refrigeration,EUR,United Kingdom,FRIDGES & COOLERS,COMMERCIAL,Applicable,1.000000,0,0,0,95,0
ic-4184,Interlabel N.V.,Interlabel N.V.,EUR,Belgium,LABELS,DIRECT,Applicable,1.000000,0,0,0,10,0
ic-4185,International Association of Privac,"The International Association of Privacy Professionals, Inc.",EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,2,0
ic-4186,International Flavors & Fragra,INTERNATIONAL FLAVORS & FRAGRANCES,EUR,Belgium,OTHER RAW MATERIALS,DIRECT,Applicable,1.000000,0,0,0,8,0
ic-4187,International Olympic Committee,INTERNATIONAL OLYMPIC COMMITTEE,EUR,GHQ CH,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,20,0
ic-4188,International Pallet Pool B.V.,Stichting Administratiekantoor Faber,EUR,Belgium,LOGISTICS SUPPORT,LOGISTICS,Applicable,1.000000,0,0,0,63,0
ic-4189,International Pallet Pool B.V.,Stichting Administratiekantoor Faber,EUR,France,LOGISTICS SUPPORT,LOGISTICS,Applicable,1.000000,0,0,0,50,0
ic-4190,International Pallet Pool B.V.,Stichting Administratiekantoor Faber,EUR,Netherlands,LOGISTICS SUPPORT,LOGISTICS,Applicable,1.000000,0,0,0,25,0
ic-4191,International Pallet Pool B.V.,Stichting Administratiekantoor Faber,EUR,United Kingdom,LOGISTICS SUPPORT,LOGISTICS,Applicable,1.000000,0,0,0,478,0
ic-4192,International Road Federation,International Road Federation,EUR,GHQ BE,LEGAL,BST,Applicable,1.000000,0,0,0,3,0
ic-4193,International Tax and Investment Ce,International Tax And Investment Center,EUR,GHQ BE,LEGAL,BST,Applicable,1.000000,0,0,0,3,0
ic-4194,Interpath Ltd,INTERPATH MIDCO LIMITED,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,9,0
ic-4195,Intertechnik Elze GmbH & Co. K,Intertechnik Elze GmbH u. Co. KG,EUR,Germany,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,14,0
ic-4196,Interzero Circular Solutions German,Interzero Holding GmbH & Co. KG,EUR,Germany,CO-PRODUCTS,DIRECT,Applicable,1.000000,0,0,0,342,0
ic-4197,Intra-pool Logistic Equipment & Sup,Intra-pool Logistic Equipment & Sup,EUR,Netherlands,LOGISTICS SUPPORT,LOGISTICS,Applicable,1.000000,0,0,0,4,0
ic-4198,Intralox Ltd,"Laitram, L.L.C.",EUR,United Kingdom,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,9,0
ic-4199,Introtech,Stichting Administratiekantoor Dalenk,EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,1,0
ic-4200,Introtech,Stichting Administratiekantoor Dalenk,EUR,GHQ BE,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,2,0
ic-4201,Intrum,Intrum,EUR,Finland,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,3,0
ic-4202,Intrum Justitia Sverige,Intrum Justitia Sverige,EUR,Sweden,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-4203,Inventflow Components & Servic,INVENTFLOW COMPONENTS & SERVICES BELUX,EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,35,0
ic-4204,Investis,CONNECTED HOLDINGS LTD,EUR,GHQ BE,INSTITUTIONAL,BST,Applicable,1.000000,0,0,0,2,0
ic-4205,Inwatec GmbH & Co KG,INWATEC GmbH & Co. KG,EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,4,0
ic-4206,Iprona AG,IPRONA LANA SPA,EUR,Belgium,OTHER RAW MATERIALS,DIRECT,Applicable,1.000000,0,0,0,2,0
ic-4207,Iprona AG,IPRONA LANA SPA,EUR,GHQ BE,OTHER RAW MATERIALS,DIRECT,Applicable,1.000000,0,0,0,1,0
ic-4208,"Ipsos Insight, LLC",IPSOS,EUR,GHQ BE,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,96,0
ic-4209,"Ipsos Korea Co., Ltd.","Ipsos Korea Co., Ltd.",EUR,GHQ BE,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,2,0
ic-4210,Ipsos Limited Partnership,IPSOS,EUR,GHQ BE,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,2,0
ic-4211,Ipsos Mori UK Ltd,IPSOS,EUR,United Kingdom,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,2,0
ic-4212,Ipsos NV,IPSOS,EUR,Belgium,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,15,0
ic-4213,Ipsos NV,IPSOS,EUR,GHQ BE,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,2,0
ic-4214,Ipsos NV,IPSOS,EUR,Netherlands,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,2,0
ic-4215,Ipsos NV,IPSOS,EUR,United Kingdom,MARKETING,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-4216,Irish Life Health,Irish Life Health,EUR,Ireland,PEOPLE,BST,Applicable,1.000000,0,0,0,21,0
ic-4217,Iron Mountain UK Limited,Iron Mountain UK Limited,EUR,United Kingdom,SERVICES,BST,Applicable,1.000000,0,0,0,36,0
ic-4218,Iron Moutain Ceska republika s.r.o.,Iron Mountain Luxembourg S.à r.l.,EUR,BSC CZ,SERVICES,BST,Applicable,1.000000,0,0,0,23,0
ic-4219,Isolation Nouvelle SA,Isolation Nouvelle,EUR,Belgium,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,8,0
ic-4220,It1 BVBA,It1,EUR,Belgium,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,55,0
ic-4221,Itego GmbH,ITEGO GMBH,EUR,GHQ BE,TECHNOLOGY,BST,Applicable,1.000000,0,0,0,3,0
ic-4222,Ivana Milovanovic,Ivana Milovanovic,EUR,Austria,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-4223,J C Peacock & Company Limited,"J.C. PEACOCK & CO., LIMITED",EUR,United Kingdom,OTHER AUXILIARIES,DIRECT,Applicable,1.000000,0,0,0,7,0
ic-4224,J Huhtasalo,J Huhtasalo,EUR,Finland,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-4225,J W Lees & Co Brewers Ltd,J.W.LEES & CO.(BREWERS)LIMITED,EUR,United Kingdom,FINISHED PRODUCTS,DIRECT,Applicable,1.000000,0,0,0,30,0
ic-4226,J&E Hall Limited,"DAIKIN INDUSTRIES, LTD.",EUR,United Kingdom,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,20,0
ic-4227,J. Brücken GmbH & Co. KG,J. Brücken GmbH & Co. KG,EUR,Germany,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,20,0
ic-4228,J. Gronenberg und J. Großkopf,J. Gronenberg und J. GroÃkopf,EUR,Germany,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,1,0
ic-4229,J. Rettenmaier and Soehne GmbH,Josef Rettenmaier & Söhne Holding GmbH & Co. KG,EUR,United Kingdom,OTHER AUXILIARIES,DIRECT,Applicable,1.000000,0,0,0,2,0
ic-4230,J. Volkmer u. Co. GmbH,J. Volkmer u. Co. GmbH,EUR,Germany,SALES,COMMERCIAL,Applicable,1.000000,0,0,0,5,0
ic-4231,J. und L. Bauer Landwirtschaft GbR,J. und L. Bauer Landwirtschaft GbR,EUR,Germany,LEASES AND RENTALS,BST,Applicable,1.000000,0,0,0,18,0
ic-4232,J.A. HARRISON & Co. (Mancheste,Amcomri Holdings Limited,EUR,United Kingdom,MAINTENANCE,CAPEX,Applicable,1.000000,0,0,0,26,0
